distance_band,class,mean_dev_0_early,t_peak_hours,phi_at_peak,abs_dev_at_peak,n_points_total,max_abs_dev
0-25km,neutral,0.019326107712447138,184.0,1.0287895010177437,0.02878950101774369,16,0.06175892153755069
25-50km,neutral,0.012487180622635208,40.0,1.0168997713921712,0.016899771392171248,16,0.04859819508261998
50-100km,inflow,0.029170962711610793,40.0,1.0336873814177063,0.03368738141770633,16,0.06286109973876353
100-200km,inflow,0.025941282155313994,40.0,1.0292597062773174,0.029259706277317443,16,0.05695235185541514
200km+,inflow,0.029631238310285173,40.0,1.0338600517341614,0.0338600517341614,16,0.05274974101848984
