r_bin_km,phi_mean,r_center_km,abs_dev
0.0,0.888430181992891,5.0,0.11156981800710897
10.0,0.9798858564238483,15.0,0.02011414357615171
20.0,0.8725613476720817,25.0,0.1274386523279183
30.0,0.8713438279164762,35.0,0.12865617208352376
40.0,0.8481659192063595,45.0,0.15183408079364047
50.0,0.8679777627298737,55.0,0.1320222372701263
60.0,0.826485141060622,65.0,0.173514858939378
70.0,0.8712794713779137,75.0,0.12872052862208627
80.0,0.8518218299763987,85.0,0.14817817002360134
90.0,0.8516210621901841,95.0,0.14837893780981593
100.0,0.8453325481923148,105.0,0.15466745180768515
110.0,0.8143412783590015,115.0,0.1856587216409985
120.0,0.8663848477313598,125.0,0.13361515226864018
130.0,0.9042075027693872,135.0,0.09579249723061278
140.0,0.9104128297006582,145.0,0.08958717029934182
150.0,0.8457292007777004,155.0,0.15427079922229958
160.0,0.8678867286875634,165.0,0.13211327131243655
170.0,0.8672784705297025,175.0,0.13272152947029747
180.0,0.8556440553634928,185.0,0.14435594463650725
190.0,0.8456978081461425,195.0,0.15430219185385752
200.0,0.8941310176091546,205.0,0.10586898239084541
210.0,0.9140569825571406,215.0,0.08594301744285937
220.0,0.921301508458974,225.0,0.07869849154102604
230.0,0.9106939997477187,235.0,0.0893060002522813
240.0,0.871395860969964,245.0,0.12860413903003598
250.0,0.89415545463268,255.0,0.10584454536732002
260.0,0.8700369134679008,265.0,0.1299630865320992
270.0,0.8759381251253326,275.0,0.12406187487466735
280.0,0.8946019529602203,285.0,0.10539804703977973
290.0,0.8859074978853422,295.0,0.11409250211465782
300.0,0.8853995496387432,305.0,0.11460045036125677
310.0,0.873370469275216,315.0,0.126629530724784
320.0,0.8727542060797865,325.0,0.1272457939202135
330.0,0.860064910617574,335.0,0.13993508938242605
340.0,0.8499067733951507,345.0,0.15009322660484925
350.0,0.8579679738031206,355.0,0.14203202619687938
360.0,0.8577641977961157,365.0,0.14223580220388432
370.0,0.8773914919930493,375.0,0.12260850800695067
380.0,0.9070997348626224,385.0,0.09290026513737759
390.0,0.9230564987574206,395.0,0.07694350124257943
400.0,0.9383095583701759,405.0,0.06169044162982407
410.0,0.9478319742647856,415.0,0.052168025735214396
420.0,0.9341933171828085,425.0,0.06580668281719149
430.0,0.9245568769694786,435.0,0.07544312303052136
440.0,0.9129978138458725,445.0,0.08700218615412747
450.0,0.886532225743051,455.0,0.11346777425694898
460.0,0.8568009914635708,465.0,0.1431990085364292
470.0,0.8356518637213372,475.0,0.16434813627866285
480.0,0.8648062209213836,485.0,0.1351937790786164
490.0,0.851916756388905,495.0,0.14808324361109504
