slug,short_name,disaster_type,event_type,D_peak,t_peak_hours,fit_method,fit_min_tprime_hours,n_mono,n_post_fit,n_total_post,alpha,logA,r2,t_decay_start,t_decay_end,D_inf,D_inf_abs,near_delta_peak_windows_mean,D_inf_summary,n_time_windows,D_peak_summary,D_peak_snr,catalog_exclude_reason,route_b_exclude_via_catalog,route_b_exclude_via_cli,quality_short_windows,quality_short_post_peak,quality_low_signal,quality_low_snr,quality_missing_near_delta,analysis_n_mono_lt_threshold,analysis_alpha_nan,data_quality_ok,analysis_applicability_ok,route_b_base_ok,route_b_excluded_slug,route_b_low_r2,route_b_selected,route_b_selected_plot,drop_reason_primary,drop_reason_class
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,0.11597337415204326,448.0,monotone_truncated,24.0,6,7,7,-0.009577178035102303,-0.1806559183144056,0.04855249741906864,24.0,144.0,0.9324607891333008,0.1081406239802658,0.05790324392491403,0.9324607891333008,27,0.11597337415204326,,,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,selected,selected
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,0.1764812144614291,-8.0,monotone_truncated,24.0,4,13,13,0.7156542231752393,0.9772385205198745,0.8591031825526463,24.0,96.0,0.1899104391125031,0.03351562493347783,-0.30368984094632007,0.1899104391125031,14,0.1764812144614291,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,0.2701956855248753,0.0,monotone_truncated,24.0,6,14,14,0.807198333980731,1.780004252716671,0.9724594642019116,24.0,144.0,0.11265214999165613,0.0304381248928466,-0.38927656137377503,0.11265214999165613,15,0.2701956855248753,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
hurricane_beryl_pre_landfall_2024,beryl_pre,hurricane,NEUTRAL,0.16560318887757747,16.0,monotone_truncated,24.0,2,30,30,,,,24.0,48.0,0.21810744175977895,0.0361192878733499,,0.21810744175977895,32,0.16560318887757747,,,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,data_quality_missing_near_delta,data_quality
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,0.11469235259687795,72.0,monotone_truncated,24.0,3,6,6,0.018709058559113464,-0.31041146474228604,0.40864393300973545,24.0,72.0,0.7476646787558738,0.08575142096010016,0.07137125254025463,0.7476646787558738,7,0.11469235259687795,,,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,selected,selected
hurricane_john_southern_mexico_25_september_2024,john_sm,hurricane,INFL,0.10772159942741184,168.0,monotone_truncated,24.0,3,8,8,0.07447755522110804,-0.0733703888380973,0.9921231292685256,24.0,72.0,0.7048999876094539,0.07593295410165317,0.07702727793517003,0.7048999876094539,15,0.10772159942741184,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
hurricane_milton_across_florida_us,milton_fl,hurricane,INFL,0.2108908765038638,0.0,monotone_truncated,24.0,2,9,9,,,,24.0,48.0,0.5572855086551796,0.11752642938319238,0.047590823876345195,0.5572855086551796,10,0.2108908765038638,,,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,analysis_n_mono_lt_threshold,analysis_applicability
moldova_flooding_2024,moldova,flood,INFL,0.06658564805383829,448.0,monotone_truncated,24.0,4,8,8,0.24340056269018862,0.3989682543103711,0.9300782246680898,24.0,96.0,0.5992365693466856,0.03990055530750787,0.07119293039679304,0.5992365693466856,28,0.06658564805383829,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
spain_flood,spain_flood,flood,INFL,0.15131407343508113,88.0,monotone_truncated,24.0,4,5,5,0.12842346917917657,0.2484198950311812,0.9977249272174173,24.0,96.0,0.7838994654693396,0.1186150212837485,0.11885401304719626,0.7838994654693396,10,0.15131407343508113,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,0.19393916150435295,-8.0,monotone_truncated,24.0,5,14,14,1.0590244579439407,2.78891903513781,0.9607978766190431,24.0,120.0,0.550152647270896,0.10669614311111761,-0.0446863622006571,0.550152647270896,15,0.19393916150435295,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
