removed_slug,n_after_remove,spearman_rho,spearman_p
flooding_in_central_and_eastern_europe_sept_16_2024,10,-0.7333333333333332,0.015800596250571577
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,10,-0.6,0.06668799999999998
hurricane_beryl_across_southeastern_texas_us,10,-0.6,0.06668799999999998
hurricane_john_across_southeastern_guerrero_mexico,10,-0.6242424242424242,0.053717767217167436
hurricane_john_southern_mexico_25_september_2024,10,-0.6242424242424242,0.053717767217167436
moldova_flooding_2024,10,-0.6363636363636362,0.04791172612997544
spain_flood,10,-0.6242424242424242,0.053717767217167436
the_flooding_across_bagmati_and_koshi_provinces_nepal,10,-0.6727272727272726,0.03304122254543772
the_flooding_across_gujarat_india,10,-0.6606060606060605,0.03758837757140934
turkiye_earthquake_2023,10,-0.6363636363636362,0.04791172612997544
typhoon_yagi_across_northeastern_vietnam,10,-0.6121212121212121,0.05997214247725527
