n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
11,-0.6242424242424242,-0.718181818181818,-0.6,0.053717767217167436,0.020110752824288113,0.06668799999999998
