r_bin_km,phi_mean,n_tiles_mean,n_tiles_overlap_mean,r_center_km,abs_dev
0.0,1.0630157504134012,585.0,548.0,5.0,0.06301575041340124
10.0,1.0790224591580595,639.75,604.75,15.0,0.0790224591580595
20.0,1.058373235064872,604.0,579.5,25.0,0.05837323506487202
30.0,1.0611476950527603,524.5,500.25,35.0,0.0611476950527603
40.0,0.9810191927877029,576.75,559.75,45.0,0.018980807212297113
50.0,0.9716913583203866,572.25,558.25,55.0,0.028308641679613444
60.0,1.047696108560149,549.75,526.75,65.0,0.04769610856014905
70.0,1.0899115450912407,564.5,543.5,75.0,0.08991154509124066
80.0,1.1052669290397386,524.75,499.5,85.0,0.10526692903973855
90.0,1.0957300886579449,520.5,505.25,95.0,0.09573008865794486
100.0,1.0971276282658413,482.5,468.0,105.0,0.09712762826584131
110.0,1.1542966366126683,460.25,448.0,115.0,0.15429663661266835
120.0,1.177846832163881,410.5,397.75,125.0,0.17784683216388109
130.0,1.1483913448541152,421.25,413.0,135.0,0.1483913448541152
140.0,1.1397708948640939,396.25,385.25,145.0,0.1397708948640939
150.0,1.2000129996672433,427.0,412.75,155.0,0.20001299966724329
160.0,1.1463730558437497,349.75,338.0,165.0,0.1463730558437497
170.0,1.095349673957052,301.5,290.5,175.0,0.09534967395705207
180.0,1.1613635886200733,296.0,289.0,185.0,0.16136358862007327
190.0,1.1322427051972688,266.25,258.25,195.0,0.13224270519726877
200.0,1.168768972260467,243.5,240.75,205.0,0.16876897226046705
210.0,1.1876373076544011,214.0,212.75,215.0,0.18763730765440112
220.0,1.1724856777241293,209.75,206.0,225.0,0.17248567772412926
230.0,1.1545333640804476,223.75,221.75,235.0,0.1545333640804476
240.0,1.1556844515532847,169.75,169.5,245.0,0.1556844515532847
250.0,1.1401930785411527,129.0,127.75,255.0,0.1401930785411527
260.0,1.1293215428539045,104.25,100.75,265.0,0.12932154285390451
270.0,1.1285225799831398,113.75,112.25,275.0,0.12852257998313976
280.0,1.1109447148019236,118.5,115.0,285.0,0.11094471480192358
290.0,1.1749412686789356,69.25,66.25,295.0,0.17494126867893556
