quadkey,is_pre_hub,is_post_hub,is_new_hub,degree_pre,degree_post,lat,lon,distance_to_epicenter_km,hub_pre_hours_since_quake,hub_post_hours_since_quake
12211000132112,0,1,1,8.0,18.0,40.55554738253778,34.94750976562501,417.04423993206495,-8.0,16.0
12211020023031,0,1,1,7.0,18.0,38.36750164135138,34.00268554687499,297.48240519181195,-8.0,16.0
12211022320301,0,1,1,8.0,18.0,36.80048766056507,34.573974609375,222.22809057756692,-8.0,16.0
12211022320313,0,1,1,8.0,18.0,36.78289155685636,34.617919921875,218.79995935165581,-8.0,16.0
12032233313221,0,1,1,3.0,17.0,41.269548980650846,27.982177734375,902.1400794825777,-8.0,16.0
12032233321133,0,1,1,6.0,17.0,41.18692190091063,27.762451171875,914.4056177457335,-8.0,16.0
12032233330213,0,1,1,5.0,17.0,41.15384183520319,27.850341796875,906.1807606601816,-8.0,16.0
12032322233223,0,1,1,3.0,17.0,40.988191041999,28.685302734375,835.4569273918643,-8.0,16.0
12032322323033,0,1,1,9.0,17.0,41.05450144162682,29.080810546875004,809.8939595607644,-8.0,16.0
12032322332210,0,1,1,5.0,17.0,41.03793010084351,29.234619140625,797.7880349045407,-8.0,16.0
12210033130222,0,1,1,5.0,17.0,37.30901356649058,27.784423828125004,818.4192964125818,-8.0,16.0
12210100110003,0,1,1,5.0,17.0,40.95501080907676,29.212646484375,794.8171934792719,-8.0,16.0
12210100110122,0,1,1,9.0,17.0,40.92181389105531,29.278564453125004,788.1811559313894,-8.0,16.0
12210100112103,0,1,1,6.0,17.0,40.82212305410941,29.300537109375,781.1761320061227,-8.0,16.0
12210100113013,0,1,1,5.0,17.0,40.82212305410941,29.432373046875,771.4759174664157,-8.0,16.0
12210100113030,0,1,1,6.0,17.0,40.80549332287863,29.410400390625,772.189437505397,-8.0,16.0
12210101002001,0,1,1,0.0,17.0,40.838748616860215,29.564208984375,762.7410797337964,-8.0,16.0
12210101002022,0,1,1,2.0,17.0,40.78885942352399,29.542236328125,761.6030616542283,-8.0,16.0
12210101003303,0,1,1,6.0,17.0,40.75557912187504,29.827880859375,738.8999016310646,-8.0,16.0
12210101012033,0,1,1,6.0,17.0,40.78885942352399,29.959716796875004,731.2392666194988,-8.0,16.0
12210101012302,0,1,1,6.0,17.0,40.75557912187504,29.981689453125,727.7480158789302,-8.0,16.0
12210111223123,0,1,1,8.0,17.0,39.98553789620646,32.640380859375,493.3076999502762,-8.0,16.0
12210113110300,0,1,1,7.0,17.0,39.83384956208408,33.497314453125,426.6367143219004,-8.0,16.0
12210120323003,0,1,1,1.0,17.0,37.83147963478445,29.036865234375,708.837047114494,-8.0,16.0
12210121101312,0,1,1,7.0,17.0,38.72837540415917,30.552978515625,593.6419125022187,-8.0,16.0
12210123310222,0,1,1,3.0,17.0,37.02886894056975,30.596923828125,570.8171580740835,-8.0,16.0
12210131220301,0,1,1,6.0,17.0,37.91820060912576,32.464599609375,411.04135633300274,-8.0,16.0
12210131221011,0,1,1,0.0,17.0,37.98750386011261,32.596435546875,401.15442172522904,-8.0,16.0
12211000132131,0,1,1,9.0,17.0,40.53885100507684,34.969482421875,414.55824457198537,-8.0,16.0
12211032301200,0,1,1,0.0,17.0,37.08147514220075,37.452392578125,38.66374981612498,-8.0,16.0
12032233313202,0,1,1,4.0,16.0,41.28606186526719,27.960205078125,904.615039974896,-8.0,16.0
12032322233030,0,1,1,4.0,16.0,41.07106860910099,28.707275390625,838.1739429734391,-8.0,16.0
12032322320223,0,1,1,1.0,16.0,41.12074506833797,28.861083984375004,829.551057761982,-8.0,16.0
12032322321223,0,1,1,8.0,16.0,41.12074506833797,29.036865234375,816.7472416457482,-8.0,16.0
12032333221112,0,1,1,7.0,16.0,41.21998526286659,32.662353515625,586.5050977010048,-8.0,16.0
12033222200223,0,1,1,9.0,16.0,41.38505142724361,33.782958984375,545.2952463064016,-8.0,16.0
12210031121122,0,1,1,7.0,16.0,38.48799409611199,27.696533203125,832.4123488619067,-8.0,16.0
12210031210012,0,1,1,4.0,16.0,38.246808248089046,27.125244140625,879.1627122697822,-8.0,16.0
