window_start_pt,hours_since_quake,band,n_edges,baseline_sum,crisis_sum,phi_aggregate
2024-09-16 08:00:00,-8.0,0-25km,307,21040.85372966911,21701.0,1.0313745002371286
2024-09-16 08:00:00,-8.0,100-200km,721,30247.438857551417,28436.0,0.9401126533032339
2024-09-16 08:00:00,-8.0,25-50km,1185,84879.04215250391,90639.0,1.0678607781311558
2024-09-16 08:00:00,-8.0,50-100km,921,42431.67558454832,41481.0,0.9775951439236938
2024-09-17 08:00:00,16.0,0-25km,302,20615.72260432895,18493.0,0.8970338006059893
2024-09-17 08:00:00,16.0,100-200km,698,29310.465605379562,26443.0,0.9021692236491365
2024-09-17 08:00:00,16.0,25-50km,1178,84143.57542792139,83304.0,0.9900221089530409
2024-09-17 08:00:00,16.0,50-100km,882,40817.431727956275,37169.0,0.910615842949829
2024-09-18 08:00:00,40.0,0-25km,290,19888.525010452136,18185.0,0.9143463374203531
2024-09-18 08:00:00,40.0,100-200km,689,28722.575186812395,25644.0,0.8928168812584087
2024-09-18 08:00:00,40.0,25-50km,1191,83464.90717553257,82412.0,0.9873850314921188
2024-09-18 08:00:00,40.0,50-100km,894,40474.69309025576,36795.0,0.909086572143974
2024-09-19 08:00:00,64.0,0-25km,301,20120.630662576048,18213.0,0.9051903146294414
2024-09-19 08:00:00,64.0,100-200km,676,28349.209776520383,25300.0,0.8924411015136716
2024-09-19 08:00:00,64.0,25-50km,1193,83251.87551328262,80948.0,0.9723264431092001
2024-09-19 08:00:00,64.0,50-100km,864,39890.35586190102,36000.0,0.9024737739776177
2024-09-20 08:00:00,88.0,0-25km,288,18820.854769813883,17648.0,0.9376832357425666
2024-09-20 08:00:00,88.0,100-200km,677,27985.072078343837,25334.0,0.9052683491069026
2024-09-20 08:00:00,88.0,25-50km,1169,77614.2744450294,78137.0,1.0067349151777594
2024-09-20 08:00:00,88.0,50-100km,862,38716.344432884354,35877.0,0.9266628997526762
2024-09-21 08:00:00,112.0,0-25km,280,21561.418720048445,20564.0,0.9537405802002715
2024-09-21 08:00:00,112.0,100-200km,713,30744.291147551845,29756.0,0.9678544825506395
2024-09-21 08:00:00,112.0,25-50km,919,74720.42539229004,74295.0,0.9943064377637505
2024-09-21 08:00:00,112.0,50-100km,907,42948.230947926284,41208.0,0.959480730416201
2024-09-22 08:00:00,136.0,0-25km,270,23971.91298350146,22773.0,0.9499867622443563
2024-09-22 08:00:00,136.0,100-200km,737,33006.51391858666,31493.0,0.9541449932483065
2024-09-22 08:00:00,136.0,25-50km,842,80853.40047697928,80107.0,0.9907684714238852
2024-09-22 08:00:00,136.0,50-100km,899,46113.102856902784,43811.0,0.950077034199008
2024-09-23 08:00:00,160.0,0-25km,300,20949.520396335774,19620.0,0.9365369530574877
2024-09-23 08:00:00,160.0,100-200km,708,30039.438857551417,27417.0,0.912700138308603
2024-09-23 08:00:00,160.0,25-50km,1200,85059.50867856244,87163.0,1.0247296434474669
2024-09-23 08:00:00,160.0,50-100km,888,41953.01779911099,38777.0,0.9242958441197455
