window_start_pt,hours_since_quake,band,n_edges,baseline_sum,crisis_sum,phi_aggregate
2024-09-16 08:00:00,-8.0,0-25km,344,22976.687063002442,23918.0,1.040968175020901
2024-09-16 08:00:00,-8.0,100-200km,721,30247.438857551417,28436.0,0.9401126533032339
2024-09-16 08:00:00,-8.0,25-50km,1149,82956.54215250393,88434.0,1.0660280395659034
2024-09-16 08:00:00,-8.0,50-100km,920,42418.342251214985,41469.0,0.9776195343610394
2024-09-17 08:00:00,16.0,0-25km,346,22546.5348656149,21048.0,0.9335359125228474
2024-09-17 08:00:00,16.0,100-200km,698,29310.465605379562,26443.0,0.9021692236491365
2024-09-17 08:00:00,16.0,25-50km,1135,82227.09649996877,80761.0,0.9821701536066115
2024-09-17 08:00:00,16.0,50-100km,881,40803.098394622946,37157.0,0.910641629237072
2024-09-18 08:00:00,40.0,0-25km,333,22011.06609003447,20570.0,0.9345299276218649
2024-09-18 08:00:00,40.0,100-200km,690,28732.741853479063,25658.0,0.8929882198796575
2024-09-18 08:00:00,40.0,25-50km,1148,81342.36609595024,80027.0,0.9838292619322303
2024-09-18 08:00:00,40.0,50-100km,893,40464.526423589086,36781.0,0.9089689970659894
2024-09-19 08:00:00,64.0,0-25km,346,22190.225007959565,20629.0,0.9296435702026654
2024-09-19 08:00:00,64.0,100-200km,677,28360.209776520383,25313.0,0.8925533414409653
2024-09-19 08:00:00,64.0,25-50km,1150,81206.7811678991,78559.0,0.9673945804793731
2024-09-19 08:00:00,64.0,50-100km,861,39854.85586190102,35960.0,0.9022739945316354
2024-09-20 08:00:00,88.0,0-25km,339,20776.019219504946,19878.0,0.9567761653463496
2024-09-20 08:00:00,88.0,100-200km,677,27985.072078343837,25334.0,0.9052683491069026
2024-09-20 08:00:00,88.0,25-50km,1120,75680.2528524812,75930.0,1.00330003056419
2024-09-20 08:00:00,88.0,50-100km,860,38695.20157574149,35854.0,0.9265748346037128
2024-09-21 08:00:00,112.0,0-25km,295,21975.89169089557,21048.0,0.9577768354546456
2024-09-21 08:00:00,112.0,100-200km,713,30744.291147551845,29756.0,0.9678544825506395
2024-09-21 08:00:00,112.0,25-50km,904,74305.95242144293,73811.0,0.9933389936429898
2024-09-21 08:00:00,112.0,50-100km,907,42948.230947926284,41208.0,0.959480730416201
2024-09-22 08:00:00,136.0,0-25km,279,24221.834084534363,22829.0,0.9424967539752208
2024-09-22 08:00:00,136.0,100-200km,737,33006.51391858666,31493.0,0.9541449932483065
2024-09-22 08:00:00,136.0,25-50km,833,80603.47937594636,80051.0,0.9931457130607289
2024-09-22 08:00:00,136.0,50-100km,899,46113.102856902784,43811.0,0.950077034199008
2024-09-23 08:00:00,160.0,0-25km,345,22981.687063002442,22094.0,0.9613741558411739
2024-09-23 08:00:00,160.0,100-200km,708,30039.438857551417,27417.0,0.912700138308603
2024-09-23 08:00:00,160.0,25-50km,1156,83040.6753452291,84699.0,1.0199700285176712
2024-09-23 08:00:00,160.0,50-100km,887,41939.68446577766,38767.0,0.9243512557094573
2024-09-24 08:00:00,184.0,0-25km,337,22435.0348656149,21685.0,0.9665685892574902
2024-09-24 08:00:00,184.0,100-200km,688,29161.784217146826,26918.0,0.9230573753499107
2024-09-24 08:00:00,184.0,25-50km,1145,82375.61247770581,83821.0,1.0175463038005983
2024-09-24 08:00:00,184.0,50-100km,890,40902.264753370255,38197.0,0.93386026984857
2024-09-25 08:00:00,208.0,0-25km,344,22155.60253893448,21705.0,0.9796619144912612
2024-09-25 08:00:00,208.0,100-200km,685,28659.908520145727,26428.0,0.9221243669156562
2024-09-25 08:00:00,208.0,25-50km,1159,81468.16965500797,83320.0,1.0227307223524715
2024-09-25 08:00:00,208.0,50-100km,881,40327.259473606115,38057.0,0.9437040973465608
2024-09-26 08:00:00,232.0,0-25km,349,22229.081818274695,21698.0,0.9761086929898252
2024-09-26 08:00:00,232.0,100-200km,685,28423.20454066099,26608.0,0.9361365275310798
2024-09-26 08:00:00,232.0,25-50km,1159,81350.4251122798,83222.0,1.0230063319907308
2024-09-26 08:00:00,232.0,50-100km,871,39998.53482492376,37765.0,0.944159583977261
2024-09-27 08:00:00,256.0,0-25km,339,20761.01861683157,21269.0,1.0244680375536388
2024-09-27 08:00:00,256.0,100-200km,708,28404.23871829318,28063.0,0.9879863452184897
2024-09-27 08:00:00,256.0,25-50km,1137,75908.92332974769,80412.0,1.0593220990724765
2024-09-27 08:00:00,256.0,50-100km,890,39090.84500473275,39437.0,1.008855142303149
2024-09-28 08:00:00,280.0,0-25km,291,21931.520933280633,21323.0,0.9722535917535379
