fit_ok,alpha,slope,intercept,r2_loglog,n_points_fit,r_min_fit,r_max_fit,y_min_fit,y_max_fit,time_min_hours,time_max_hours
1,0.183005913024946,-0.183005913024946,-2.251545943233635,0.08148663487466024,23,15.0,235.0,0.014017949278736452,0.13699489473245174,24.0,72.0
