slug,picked_window_start_pt,picked_hours_since_quake,movement_file,end_band,n_od,total_flow_sum,share_from_0_25km,share_from_25_50km,share_from_50_100km,share_from_100_200km,share_from_200kmplus
moldova_flooding_2024,2024-09-18 08:00:00,40.0,25406679659482161_2024-09-18_0800.csv,25-50km,1275,81510.0,0.013311250153355417,0.9865292602134708,0.0001594896331738437,0.0,0.0
