window_start_pt,hours_since_quake,center_lat,center_lon,center_mode,center_used_for_distance,center_extrapolated,center_extrapolation_side,center_track_time_min_pt,center_track_time_max_pt,distance_mode,center_track_csv,center_track_to_tz,center_track_storm_name,path_track_points_used,path_track_length_km,path_distance_method,path_track_clip_ok,path_track_clip_kind,path_track_clip_start_pt,path_track_clip_end_pt,path_track_clip_pad_hours,path_track_clip_spatial_radius_km,path_track_points_total,path_track_length_total_km,path_track_keep_time_points,path_track_keep_spatial_points,path_track_keep_both_points,path_track_length_ratio_to_rmax,path_track_length_total_ratio_to_rmax,path_track_anchor_ok,path_track_anchor_pt,path_track_anchor_method,path_track_anchor_status
2024-08-20 16:00:00,152.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-21 00:00:00,160.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-21 08:00:00,168.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-21 16:00:00,176.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-22 00:00:00,184.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-22 08:00:00,192.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-22 16:00:00,200.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-23 00:00:00,208.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-23 08:00:00,216.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-23 16:00:00,224.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-24 00:00:00,232.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-24 08:00:00,240.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-24 16:00:00,248.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-25 00:00:00,256.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-25 08:00:00,264.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-25 16:00:00,272.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-26 00:00:00,280.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-26 08:00:00,288.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-26 16:00:00,296.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-27 00:00:00,304.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-27 08:00:00,312.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-27 16:00:00,320.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-28 00:00:00,328.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-28 08:00:00,336.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
2024-08-28 16:00:00,344.0,21.5,-67.6,track_extrapolated,1,1,after,2024-08-12 05:00:00,2024-08-14 05:00:00,radial,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Ernesto,0,,,0,,,,,,0,,0,0,0,,,0,,,
