window_start_pt,hours_since_quake,center_lat,center_lon,center_mode,distance_mode,center_track_csv,center_track_to_tz,center_track_storm_name
2024-10-10 08:00:00,0.0,29.2,-78.5,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Milton
2024-10-11 08:00:00,24.0,31.5,-70.5,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Milton
2024-10-12 08:00:00,48.0,31.5,-70.5,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Milton
2024-10-13 08:00:00,72.0,31.5,-70.5,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Milton
