predictor,status,n_obs,n_events,coef,se,z,p,ci_low,ci_high,aic,bic,message
delta_peak_unit,ok,6336,24,-0.07977723931241638,0.04923406644970354,-1.620366649866614,0.10515353945030922,-0.17627423636628714,0.016719757741454358,,,ok
distance_km,ok,6336,24,2.0727256381026665e-05,1.1802448007913495e-05,1.756182816236862,0.07905719784214171,-2.4051166438902913e-06,4.3859629405943625e-05,,,ok
D_peak_unit,ok,6336,24,0.30970365757356894,0.06441287342897618,4.808101876017978,1.5237011566595787e-06,0.1834567455120386,0.43595056963509926,17074.624593463348,17101.640605197324,ok
