predictor,status,n_obs,n_events,coef,se,z,p,ci_low,ci_high,aic,bic,message
delta_peak_unit,ok,2571,14,0.07569612203883999,0.06480307570062847,1.1680945884194487,0.24276861295547048,-0.05131557242181456,0.20270781649949454,,,ok
distance_km,ok,2571,14,2.8403749439619184e-05,1.2945894186634233e-05,2.1940353466618125,0.028232868557186593,3.03026308614963e-06,5.377723579308874e-05,,,ok
D_peak_unit,ok,2571,14,0.20770583312114757,0.08243725473481109,2.5195627121415876,0.01175007073146401,0.0461317828565638,0.36927988338573137,,,ok
