r_bin_km,phi_mean,n_tiles_mean,n_tiles_overlap_mean,r_center_km,abs_dev
0.0,0.43624659646847247,242.33333333333334,123.0,5.0,0.5637534035315275
10.0,0.6031413140120744,282.3333333333333,170.0,15.0,0.3968586859879256
20.0,0.8842101540282963,286.6666666666667,183.0,25.0,0.11578984597170372
30.0,0.8481656858211606,231.0,152.66666666666666,35.0,0.1518343141788394
40.0,0.9657386741002999,231.66666666666666,156.0,45.0,0.0342613258997001
50.0,0.997917838450877,308.3333333333333,212.33333333333334,55.0,0.002082161549122996
60.0,1.0382236113943555,263.6666666666667,177.66666666666666,65.0,0.03822361139435548
70.0,1.0215137408516983,294.3333333333333,220.33333333333334,75.0,0.021513740851698326
80.0,1.0166515165661376,375.3333333333333,300.6666666666667,85.0,0.016651516566137614
90.0,1.0473361752634893,373.6666666666667,319.0,95.0,0.04733617526348932
100.0,0.9445611176982439,409.3333333333333,361.6666666666667,105.0,0.05543888230175609
110.0,1.0342187218734544,511.0,446.3333333333333,115.0,0.03421872187345443
120.0,1.07903851596357,553.6666666666666,492.0,125.0,0.07903851596357003
130.0,1.082676679357,468.3333333333333,415.3333333333333,135.0,0.08267667935699996
140.0,1.0783219101511035,583.0,537.6666666666666,145.0,0.07832191015110346
150.0,1.0473224652841735,607.0,536.0,155.0,0.0473224652841735
160.0,1.072170639612479,641.6666666666666,574.3333333333334,165.0,0.07217063961247905
170.0,1.0759933476657653,691.6666666666666,619.3333333333334,175.0,0.07599334766576527
180.0,1.070110503141249,844.6666666666666,770.6666666666666,185.0,0.070110503141249
190.0,1.0726867040712362,874.3333333333334,798.0,195.0,0.07268670407123623
200.0,1.0761453166567414,991.3333333333334,910.3333333333334,205.0,0.0761453166567414
210.0,1.0681294573056432,880.3333333333334,806.0,215.0,0.06812945730564324
220.0,1.0751410041951364,919.6666666666666,852.3333333333334,225.0,0.07514100419513636
230.0,1.0704950593453193,968.0,912.3333333333334,235.0,0.0704950593453193
240.0,1.0844475260297537,857.3333333333334,818.6666666666666,245.0,0.0844475260297537
250.0,1.0817500232927093,954.6666666666666,907.6666666666666,255.0,0.0817500232927093
260.0,1.0841858317447306,976.0,930.0,265.0,0.0841858317447306
270.0,1.0682980228934615,929.0,891.3333333333334,275.0,0.06829802289346154
280.0,1.0633952427226558,943.0,897.6666666666666,285.0,0.06339524272265584
290.0,1.0637541641665686,923.3333333333334,881.0,295.0,0.06375416416656865
300.0,1.064340412542373,1024.0,963.3333333333334,305.0,0.064340412542373
310.0,1.0721560248593036,929.6666666666666,877.6666666666666,315.0,0.07215602485930361
320.0,1.0631617770001835,835.3333333333334,789.3333333333334,325.0,0.06316177700018355
330.0,1.0776442836893823,813.3333333333334,777.0,335.0,0.07764428368938225
340.0,1.0805620313672688,726.6666666666666,703.6666666666666,345.0,0.0805620313672688
350.0,1.0566903270695642,585.6666666666666,565.3333333333334,355.0,0.05669032706956423
360.0,1.047309200012019,559.6666666666666,541.0,365.0,0.04730920001201899
370.0,1.056770555798517,415.3333333333333,394.3333333333333,375.0,0.056770555798516975
380.0,1.0879725945306362,509.3333333333333,492.3333333333333,385.0,0.08797259453063622
390.0,1.0747192694436736,436.3333333333333,423.0,395.0,0.07471926944367357
400.0,1.0578782410125924,403.0,381.6666666666667,405.0,0.057878241012592424
410.0,1.073898995742264,284.3333333333333,269.6666666666667,415.0,0.073898995742264
420.0,1.041273320279202,232.33333333333334,223.33333333333334,425.0,0.04127332027920194
430.0,1.0363049812684872,203.0,188.0,435.0,0.036304981268487246
440.0,1.0288504148609174,155.33333333333334,144.33333333333334,445.0,0.02885041486091744
450.0,1.0358542550421503,99.33333333333333,93.0,455.0,0.03585425504215034
