group,bin_lo,bin_hi,n_events,mean_Dnorm,std_Dnorm,cv,quality
all,0.0,0.5,12,0.7505439811652806,0.09801715187436486,0.13059481434010736,good
all,0.5,1.0,16,0.7088387842549685,0.14143759680161486,0.19953422406235027,good
all,1.0,1.5,20,0.5208373747796168,0.23379070153276818,0.44887466386545827,medium
all,1.5,2.0,9,0.35227671642172453,0.14451783907600685,0.41023954277749874,medium
all,2.0,2.5,13,0.3000021666242768,0.150026257651752,0.500083913859346,bad
all,2.5,3.0,6,0.23006880963396278,0.08901255853279902,0.38689537566790183,medium
EVAC,0.0,0.5,5,0.6818881639367437,0.08254659287744495,0.12105591098821669,good
EVAC,0.5,1.0,8,0.6913338440827153,0.15344799839192336,0.22195933224638129,good
EVAC,1.0,1.5,11,0.3896386123758637,0.12158285219482863,0.31204005027495607,medium
EVAC,1.5,2.0,7,0.28750368626134987,0.0725566312798637,0.2523676556060135,good
EVAC,2.0,2.5,10,0.24416979955898696,0.03903682222506769,0.15987571884637236,good
EVAC,2.5,3.0,6,0.23006880963396278,0.08901255853279902,0.38689537566790183,medium
INFL,0.0,0.5,5,0.8223065942680542,0.08360471408190168,0.10167097608686858,good
INFL,0.5,1.0,6,0.7584815823410596,0.1426017069268107,0.18800945236754382,good
INFL,1.0,1.5,7,0.6831690375122468,0.27312751458991025,0.3997949256958444,medium
INFL,1.5,2.0,1,0.5381364115723437,,,insufficient
INFL,2.0,2.5,2,0.38218377194031145,0.23768606549269441,,insufficient
INFL,2.5,3.0,0,,,,insufficient
