n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
12,-0.5363636363636364,-0.6222727272727273,-0.3727272727272728,0.08895341813596268,0.04100412894713337,0.2589258736842221
