slug,short_name,disaster_type,event_type,D_peak,t_peak_hours,fit_method,fit_min_tprime_hours,n_mono,n_post_fit,n_total_post,alpha,logA,r2,t_decay_start,t_decay_end,D_inf,D_inf_abs,near_delta_peak_windows_mean,D_inf_summary,n_time_windows,D_peak_summary,D_peak_snr,catalog_exclude_reason,route_b_exclude_via_catalog,route_b_exclude_via_cli,quality_short_windows,quality_short_post_peak,quality_low_signal,quality_low_snr,quality_missing_near_delta,analysis_n_mono_lt_threshold,analysis_alpha_nan,data_quality_ok,analysis_applicability_ok,route_b_base_ok,route_b_excluded_slug,route_b_low_r2,route_b_selected,route_b_selected_plot,drop_reason_primary,drop_reason_class
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,0.12682974654138332,519.0,monotone_truncated,0.0,4,7,7,0.07209245780415927,0.050760724870432386,0.7074182139741156,24.0,96.0,0.8505696884814423,0.10787753800588469,0.09976004232884139,0.8505696884814423,27,0.12682974654138332,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,0.450461863573143,4.0,monotone_truncated,0.0,5,13,13,0.8465078168666383,1.5502098540594351,0.976661506124704,24.0,120.0,0.05254662164872795,0.023670249112358852,-0.441916794587687,0.05254662164872795,14,0.450461863573143,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,0.40056704048492875,0.0,monotone_truncated,0.0,6,14,14,0.6269189388051788,1.0929478736000096,0.8801611589901519,24.0,144.0,0.13385125723124228,0.05361640197430564,-0.40056704048492875,0.13385125723124228,15,0.40056704048492875,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
hurricane_beryl_jamaica_western_caribbean_pre_landfall_2024_07_03,beryl_pre,hurricane,EVAC,0.5281728774397664,63.0,monotone_truncated,0.0,8,13,13,0.38463499774281507,1.046912601025323,0.8690654956969825,24.0,192.0,0.3020790389645278,0.15954995522413395,-0.37790022946358726,0.3020790389645278,14,0.5281728774397664,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
hurricane_debby_across_florida_and_georgia_us,debby_pre,hurricane,NEUTRAL,0.09066741741024147,76.0,monotone_truncated,0.0,3,6,6,0.35159949558688225,0.958432043871244,0.9868918440501755,24.0,72.0,0.7756717574670433,0.0703281550076,-0.010765880977208594,0.7756717574670433,8,0.09066741741024147,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
hurricane_ernesto_puerto_rico_14_august_2024,ernesto_pr,hurricane,INFL,0.117777870032105,48.0,monotone_truncated,0.0,1,14,14,,,,24.0,24.0,0.24653762490062298,0.029036676343569427,0.08850145704287649,0.24653762490062298,15,0.117777870032105,,,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,analysis_n_mono_lt_threshold,analysis_applicability
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,helene_pre,hurricane,INFL,0.25530041811087995,264.0,monotone_truncated,0.0,0,0,0,,,,,,,,0.16749405447934376,,12,0.25530041811087995,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,data_quality_short_post_peak,data_quality
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,EVAC,0.4172209090843865,179.75,monotone_truncated,0.0,1,6,6,,,,24.0,24.0,0.23013956440708067,0.09601903827820692,-0.3253728306514066,0.23013956440708067,7,0.4172209090843865,,,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,analysis_n_mono_lt_threshold,analysis_applicability
hurricane_john_southern_mexico_25_september_2024,john_sm,hurricane,INFL,0.11613243070022411,215.0,monotone_truncated,0.0,2,3,3,,,,24.0,48.0,0.8038895117584186,0.09335764301492154,0.05996460254957574,0.8038895117584186,13,0.11613243070022411,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,data_quality_short_post_peak,data_quality
hurricane_milton_across_florida_us,milton_fl,hurricane,EVAC,0.31997152403201046,0.0,monotone_truncated,0.0,2,9,9,,,,24.0,48.0,0.3823073099585476,0.12232745261601469,-0.31997152403201046,0.3823073099585476,10,0.31997152403201046,,,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,analysis_n_mono_lt_threshold,analysis_applicability
