n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
12,-0.5136363636363637,-0.6000000000000001,-0.3977272727272728,0.10611438601631007,0.05100326070695074,0.22921917072649461
