slug,short_name,disaster_type,event_type,fit_method,n_pts,best_model,BIC_power,BIC_exp,BIC_strexp,dBIC_power,dBIC_exp,dBIC_strexp,alpha_power,tau_exp,tau_strexp,beta_strexp
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,full_post_peak,7,power_law,-46.373585547266565,-37.85414817491177,-40.27063977102526,0.0,8.519437372354794,6.102945776241306,-0.03831336997743153,1999.999999999998,1999.9995281186718,0.010000000000000002
hurricane_debby_across_florida_and_georgia_us,debby_pre,hurricane,NEUTRAL,full_post_peak,0,,,,,,,,,,,
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,full_post_peak,6,power_law,-25.67384547381252,-23.82070798678793,-22.917958283658947,0.0,1.8531374870245898,2.7558871901535724,-0.06442387171872757,1999.999999999975,1999.9998944606157,0.010000000000000002
hurricane_john_southern_mexico_25_september_2024,john_sm,hurricane,INFL,full_post_peak,11,power_law,-58.89674093311439,-57.396007831246266,-56.493017326438604,0.0,1.5007331018681214,2.4037236066757828,0.02478030411797887,1999.9999999998386,1.0001955844676134,0.022263068255508865
hurricane_melissa_10_27_2025,melissa,hurricane,NEUTRAL,full_post_peak,3,stretched_exp,-23.33012922548861,-28.643893044330245,-82.89306334778564,59.56293412229704,54.2491703034554,0.0,0.5148799120032396,200.2288252631458,234.01965343628208,1.541021636683797
line_fire_southern_california_9_september_2024,line_fire,wildfire,INFL,full_post_peak,1,,,,,,,,,,,
park_fire_2024,park_fire1,wildfire,INFL,full_post_peak,0,,,,,,,,,,,
park_fire_california_29_july_2024,park_fire2,wildfire,INFL,full_post_peak,12,power_law,-48.67348851143305,-44.13132581978386,-44.69477179029258,0.0,4.542162691649189,3.978716721140472,-0.06131552099857464,1999.9999999999998,1999.9999964360766,0.010000000000000002
spain_flood,spain_flood,flood,INFL,full_post_peak,5,power_law,-36.7718277084907,-36.03159513822734,-35.15000014547266,0.0,0.740232570263359,1.6218275630180372,0.03580983036421539,1814.6750848842644,1.000104724830976,0.03152361451907259
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,full_post_peak,14,power_law,-42.59443038511137,-42.01902284059142,-39.94622799586636,0.0,0.5754075445199547,2.6482023892450144,0.05254550008711553,1999.99999999575,1.014923108081981,0.017850164836784612
the_flooding_across_rio_grande_do_sul_state_brazil,the_flooding_across_ri,flood,NEUTRAL,full_post_peak,18,exponential,-76.77943730792876,-85.40368456532528,-82.57363387527661,8.624247257396519,0.0,2.8300506900486653,0.32390153523141557,460.45441229334426,470.80701544899904,1.0966841302648185
the_wildfires_in_quito_pichincha_province_ecuador,quito_fire,wildfire,NEUTRAL,full_post_peak,13,exponential,-41.81847760399077,-42.623850773678036,-40.073757231508395,0.8053731696872646,0.0,2.550093542169641,0.2771704389058471,373.3294705102584,371.0848500228579,0.8598370476814027
tropical_storm_debby_united_states_pre_landfall_4_august_2024,debby_pre,tropical_storm,EVAC,full_post_peak,14,power_law,-56.384800717505605,-54.6805329799662,-53.73505791563407,0.0,1.7042677375394035,2.6497428018715325,0.0222418490651985,1999.9999999998824,1.002185421318315,0.016230698594586944
tropical_storm_enteng_across_luzon_and_visayas_islands_philippines,enteng_ph,tropical_storm,EVAC,full_post_peak,1,,,,,,,,,,,
turkiye_earthquake_2023,turkiye,earthquake,INFL,full_post_peak,34,power_law,-214.29167320810728,-179.54176292183104,-209.8254407884615,0.0,34.74991028627625,4.466232419645792,0.06798057980188126,1999.9999999999638,1.000000000000057,0.05063065354659712
typhoon_krathon_across_taiwan,krathon_tw,typhoon,INFL,full_post_peak,11,power_law,-50.49593934986967,-49.03888309558016,-47.90171083098365,0.0,1.4570562542895118,2.5942285188860197,-0.010577095531605726,1999.9999999999998,1999.99999927332,0.010000000000000002
typhoon_yagi_across_northeastern_vietnam,yagi_vn,typhoon,EVAC,full_post_peak,10,power_law,-62.88192207000217,-53.221226585533884,-60.49226973274199,0.0,9.660695484468285,2.3896523372601806,0.44188467221277944,192.69417009589583,1.0000000000000022,0.19417376281378934
