slug,short_name,disaster_type,event_type,D_peak,t_peak_hours,fit_method,fit_min_tprime_hours,n_mono,n_post_fit,n_total_post,alpha,logA,r2,t_decay_start,t_decay_end,D_inf,D_inf_abs,near_delta_peak_windows_mean,D_inf_summary,n_time_windows,D_peak_summary,D_peak_snr,catalog_exclude_reason,route_b_exclude_via_catalog,route_b_exclude_via_cli,quality_short_windows,quality_short_post_peak,quality_low_signal,quality_low_snr,quality_missing_near_delta,analysis_n_mono_lt_threshold,analysis_alpha_nan,data_quality_ok,analysis_applicability_ok,route_b_base_ok,route_b_excluded_slug,route_b_low_r2,route_b_selected,route_b_selected_plot,drop_reason_primary,drop_reason_class
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,0.1426724059165762,519.0,full_post_peak,24.0,7,7,7,-0.03623081158039498,-0.342252505751353,0.329386257075744,24.0,168.0,0.8717764245837184,0.12437843991670976,0.10130224222134002,0.8717764245837184,27,0.1426724059165762,,,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,selected,selected
hurricane_debby_across_florida_and_georgia_us,debby_pre,hurricane,NEUTRAL,0.04988296177968236,220.0,full_post_peak,24.0,0,0,0,,,,,,,,-0.011418709590718315,,8,0.04988296177968236,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,data_quality_short_post_peak,data_quality
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,0.10301149441804595,179.75,full_post_peak,24.0,6,6,6,-0.062851094524049,-0.43944814629807377,0.10750292190982669,24.0,144.0,0.9080796353325424,0.0935426402861994,0.09136087031118433,0.9080796353325424,7,0.10301149441804595,,,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,selected,selected
hurricane_john_southern_mexico_25_september_2024,john_sm,hurricane,INFL,0.1154977972412495,23.0,full_post_peak,24.0,11,11,11,0.02437953669886889,-0.15118511441025725,0.051317159231965004,24.0,264.0,0.754328518039867,0.08712328222986078,0.0950457668541722,0.754328518039867,13,0.1154977972412495,,,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,selected,selected
hurricane_melissa_10_27_2025,melissa,hurricane,NEUTRAL,0.4859721502432578,48.0,full_post_peak,24.0,3,3,3,0.5177465020766816,1.6051300315098,0.9923994694503929,24.0,288.0,0.24918080348352806,0.1210949308682328,,0.24918080348352806,5,0.4859721502432578,,,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,data_quality_short_post_peak,data_quality
line_fire_southern_california_9_september_2024,line_fire,wildfire,INFL,0.11161292058009191,304.0,full_post_peak,24.0,1,1,1,,,,24.0,24.0,0.9792946558972618,0.10930193665316952,0.10727361797996018,0.9792946558972618,15,0.11161292058009191,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,data_quality_short_post_peak,data_quality
park_fire_2024,park_fire1,wildfire,INFL,0.06584986260321869,497.1333333333333,full_post_peak,24.0,0,0,0,,,,,,,,0.054062158352429106,,17,0.06584986260321869,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,data_quality_short_post_peak,data_quality
park_fire_california_29_july_2024,park_fire2,wildfire,INFL,0.03950909683095676,161.13333333333333,full_post_peak,24.0,12,12,12,-0.05462935222359245,-0.5006954469169694,0.06849491117827422,24.0,288.0,0.86039695372135,0.03399350655763704,0.04602092377705498,0.86039695372135,15,0.03950909683095676,,,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,selected,selected
spain_flood,spain_flood,flood,INFL,0.1268297089427715,120.5,full_post_peak,24.0,5,5,5,0.03591129757121654,-0.0026463351001167115,0.46815466421164054,24.0,120.0,0.8643318145942538,0.10962295247496676,0.20263897177644288,0.8643318145942538,10,0.1268297089427715,,,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,selected,selected
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,0.21193679634191,36.0,full_post_peak,24.0,14,14,14,0.045830808324079424,-1.471525166067498,0.0019099477466837378,24.0,336.0,0.4338381608618579,0.09194626994392838,-0.11960544950603617,0.4338381608618579,15,0.21193679634191,,,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,selected,selected
the_flooding_across_rio_grande_do_sul_state_brazil,the_flooding_across_ri,flood,NEUTRAL,0.10874257943783087,255.0,full_post_peak,24.0,18,18,18,0.42205437224657316,1.2139973201090626,0.7191596286206976,24.0,576.0,0.20930911538553285,0.022760813106873414,0.0010061238318122088,0.20930911538553285,30,0.10874257943783087,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
the_wildfires_in_quito_pichincha_province_ecuador,quito_fire,wildfire,NEUTRAL,0.08872607418470607,16.0,full_post_peak,24.0,13,13,13,0.32837955324359686,1.0927762901217608,0.44453822970930856,24.0,312.0,0.4345220489379706,0.03855343554896086,0.0007352116073801415,0.4345220489379706,15,0.08872607418470607,,,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,selected,selected
tropical_storm_debby_united_states_pre_landfall_4_august_2024,debby_pre,tropical_storm,EVAC,0.1069222363633024,48.0,full_post_peak,24.0,14,14,14,-0.003942366909959612,-0.8630164028207145,0.00015511514492272394,24.0,336.0,0.5448479063047261,0.05825635661996437,-0.04368734785504809,0.5448479063047261,15,0.1069222363633024,,,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,selected,selected
tropical_storm_enteng_across_luzon_and_visayas_islands_philippines,enteng_ph,tropical_storm,EVAC,0.13004533817237074,297.0,full_post_peak,24.0,1,1,1,,,,24.0,24.0,0.8865031096034462,0.1152855966792384,-0.0889391902519517,0.8865031096034462,12,0.13004533817237074,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,data_quality_short_post_peak,data_quality
