window_start_pt,hours_since_quake,only_hour_pt,distance_band,n_od,start_sum,end_sum,same_sum,N_out,N_in,Net,phi_aggregate,baseline_mean_overlap,crisis_mean_overlap,phi_mean_overlap_ratio,phi_mean_overlap_minus_1
2024-09-16 08:00:00,-8.0,8,0-25km,337,22055.0,24515.0,21009.0,1046.0,3506.0,2460.0,1.0259990122201592,101.71053885724002,104.47032472996528,1.027133725803959,0.027133725803959008
2024-09-16 08:00:00,-8.0,8,25-50km,1330,92329.0,89908.0,88823.0,3506.0,1085.0,-2421.0,1.0501693540975252,131.6870151535351,138.96814464970808,1.0552911726921888,0.05529117269218875
2024-09-16 08:00:00,-8.0,8,50-100km,1012,42547.0,42518.0,42508.0,39.0,10.0,-29.0,0.988754141169358,49.30216313049052,49.07495398151034,0.9953914973592779,-0.004608502640722101
2024-09-16 08:00:00,-8.0,8,100-200km,789,29225.0,29215.0,29215.0,10.0,0.0,-10.0,0.9592518276531964,41.94547183644222,40.82136268913369,0.9732007032441603,-0.026799296755839697
2024-09-16 08:00:00,-8.0,8,200km+,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2024-09-17 08:00:00,16.0,8,0-25km,331,18838.0,21716.0,17700.0,1138.0,4016.0,2878.0,1.006337054334184,99.69050560301407,100.8473522993026,1.011604381874592,0.011604381874591896
2024-09-17 08:00:00,16.0,8,25-50km,1356,85416.0,82560.0,81390.0,4026.0,1170.0,-2856.0,1.02130064532867,132.1463829084543,135.77857180179518,1.0274861014989498,0.02748610149894981
2024-09-17 08:00:00,16.0,8,50-100km,968,38152.0,38092.0,38082.0,70.0,10.0,-60.0,0.968248139321167,49.43428140677985,48.23402735578102,0.9757202083889457,-0.024279791611054313
2024-09-17 08:00:00,16.0,8,100-200km,756,27121.0,27159.0,27111.0,10.0,48.0,38.0,0.955101201748357,42.12335832706066,40.52354148353693,0.9620206719724913,-0.037979328027508696
2024-09-17 08:00:00,16.0,8,200km+,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2024-09-18 08:00:00,40.0,8,0-25km,313,18448.0,21192.0,17363.0,1085.0,3829.0,2744.0,1.0030672590474394,100.61120390205984,101.60864284439154,1.009913795915837,0.009913795915837076
2024-09-18 08:00:00,40.0,8,25-50km,1350,84252.0,81510.0,80412.0,3840.0,1098.0,-2742.0,1.0209436056049288,132.2553193757218,135.9603518339944,1.0280142415122604,0.028014241512260396
2024-09-18 08:00:00,40.0,8,50-100km,972,37685.0,37667.0,37645.0,40.0,22.0,-18.0,0.968337684718453,49.37222823861912,48.33040017955393,0.9788985003060836,-0.021101499693916392
2024-09-18 08:00:00,40.0,8,100-200km,750,26356.0,26372.0,26345.0,11.0,27.0,16.0,0.9521036493063334,41.65828216393491,39.85891988730572,0.9568066136393168,-0.04319338636068315
2024-09-18 08:00:00,40.0,8,200km+,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2024-09-19 08:00:00,64.0,8,0-25km,319,18411.0,21113.0,17343.0,1068.0,3770.0,2702.0,1.0052876238260275,99.20498357531363,100.49533787645792,1.0130069504035015,0.013006950403501527
2024-09-19 08:00:00,64.0,8,25-50km,1341,82657.0,79970.0,78875.0,3782.0,1095.0,-2687.0,1.0232497710909545,131.69669284375132,135.26426387774774,1.0270892985766096,0.027089298576609577
2024-09-19 08:00:00,64.0,8,50-100km,934,36818.0,36791.0,36766.0,52.0,25.0,-27.0,0.9638913340639212,49.42154706265228,48.05212950721129,0.9722910828002822,-0.027708917199717797
2024-09-19 08:00:00,64.0,8,100-200km,732,25962.0,25974.0,25949.0,13.0,25.0,12.0,0.9626484959175144,41.293683769609146,39.86093861830095,0.9653035277912732,-0.03469647220872685
2024-09-19 08:00:00,64.0,8,200km+,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2024-09-20 08:00:00,88.0,8,0-25km,327,18106.0,20580.0,17033.0,1073.0,3547.0,2474.0,1.042592263926729,94.14595910124676,98.2813728276641,1.0439255573568487,0.043925557356848666
2024-09-20 08:00:00,88.0,8,25-50km,1336,80128.0,77676.0,76570.0,3558.0,1106.0,-2452.0,1.0574536801969905,121.8899035905363,128.98389219497508,1.0581999689512394,0.058199968951239356
2024-09-20 08:00:00,88.0,8,50-100km,957,36962.0,36918.0,36907.0,55.0,11.0,-44.0,1.030051752881424,48.41488574124561,49.640576376985344,1.0253164004618427,0.025316400461842692
2024-09-20 08:00:00,88.0,8,100-200km,740,26066.0,26088.0,26066.0,0.0,22.0,22.0,1.0072705132160984,40.93581872983003,40.97223788903796,1.000889664854349,0.0008896648543490482
2024-09-20 08:00:00,88.0,8,200km+,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2024-09-21 08:00:00,112.0,8,0-25km,304,20843.0,21404.0,20288.0,555.0,1116.0,561.0,1.0478242066125572,91.08060422079596,95.8179678343525,1.0520128698539626,0.052012869853962584
2024-09-21 08:00:00,112.0,8,25-50km,1049,75816.0,75276.0,74700.0,1116.0,576.0,-540.0,1.0539509315151658,113.60367162605432,119.92228054753426,1.0556197597405013,0.05561975974050126
2024-09-21 08:00:00,112.0,8,50-100km,991,42181.0,42160.0,42160.0,21.0,0.0,-21.0,1.0327729041548734,47.83360682051245,49.42911566443388,1.0333553948776706,0.033355394877670586
2024-09-21 08:00:00,112.0,8,100-200km,774,30483.0,30483.0,30483.0,0.0,0.0,0.0,1.0264878007101308,40.95504966230792,42.05812070265676,1.0269337004702506,0.026933700470250566
2024-09-21 08:00:00,112.0,8,200km+,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2024-09-22 08:00:00,136.0,8,0-25km,295,23088.0,22998.0,22315.0,773.0,683.0,-90.0,1.016660741044605,98.1240408646519,100.31811056541493,1.0223601645573221,0.02236016455732215
2024-09-22 08:00:00,136.0,8,25-50km,980,81967.0,82085.0,81284.0,683.0,801.0,118.0,1.0745937247036823,126.51456281349002,136.28926177956208,1.077261453137866,0.07726145313786592
2024-09-22 08:00:00,136.0,8,50-100km,961,44528.0,44500.0,44500.0,28.0,0.0,-28.0,0.9879455500478508,49.29477317534944,48.77255650881795,0.9894062466892001,-0.010593753310799925
2024-09-22 08:00:00,136.0,8,100-200km,786,32065.0,32065.0,32065.0,0.0,0.0,0.0,0.9960937960029016,41.68261114396564,41.30997416698374,0.9910601335483792,-0.008939866451620815
2024-09-22 08:00:00,136.0,8,200km+,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2024-09-23 08:00:00,160.0,8,0-25km,336,20036.0,22748.0,18830.0,1206.0,3918.0,2712.0,1.0337533077787862,99.40348406667016,103.31506575910588,1.0393505492203092,0.03935054922030923
2024-09-23 08:00:00,160.0,8,25-50km,1384,89365.0,86673.0,85447.0,3918.0,1226.0,-2692.0,1.0669231115810869,131.3868495244262,140.41634906875169,1.0687245304762925,0.06872453047629246
2024-09-23 08:00:00,160.0,8,50-100km,974,39781.0,39731.0,39731.0,50.0,0.0,-50.0,0.9973427160348818,49.40322844365661,49.31357213843438,0.9981852136379209,-0.0018147863620791016
2024-09-23 08:00:00,160.0,8,100-200km,770,28139.0,28169.0,28139.0,0.0,30.0,30.0,0.9853575461987046,41.62485652795061,40.89971222405648,0.9825790557762714,-0.01742094422372864
2024-09-23 08:00:00,160.0,8,200km+,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2024-09-24 08:00:00,184.0,8,0-25km,334,19564.0,22477.0,18350.0,1214.0,4127.0,2913.0,1.0470144848266596,100.30161213001026,105.11820901039408,1.0480211312470291,0.048021131247029114
2024-09-24 08:00:00,184.0,8,25-50km,1391,88882.0,85978.0,84743.0,4139.0,1235.0,-2904.0,1.0648192919804362,131.59959930998687,140.29971839266085,1.066110528666433,0.06611052866643297
2024-09-24 08:00:00,184.0,8,50-100km,987,39330.0,39274.0,39262.0,68.0,12.0,-56.0,1.003532352812293,48.89370521335238,49.19805878244782,1.006224800672548,0.006224800672548048
2024-09-24 08:00:00,184.0,8,100-200km,758,27761.0,27808.0,27761.0,0.0,47.0,47.0,1.0014491088038986,41.59497541360399,41.30545211969969,0.9930394647183849,-0.00696053528161511
2024-09-24 08:00:00,184.0,8,200km+,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2024-09-25 08:00:00,208.0,8,0-25km,337,19658.0,22654.0,18533.0,1125.0,4121.0,2996.0,1.0522149562331573,100.62369833018488,106.20441874835772,1.0554612930232434,0.05546129302324343
2024-09-25 08:00:00,208.0,8,25-50km,1403,88201.0,85216.0,84048.0,4153.0,1168.0,-2985.0,1.0724395636663675,129.1456811843058,138.81169578238564,1.0748458214741639,0.07484582147416385
2024-09-25 08:00:00,208.0,8,50-100km,977,39184.0,39134.0,39102.0,82.0,32.0,-50.0,1.0132205751893693,48.818830144086384,49.43425698659433,1.0126063414606934,0.012606341460693393
2024-09-25 08:00:00,208.0,8,100-200km,757,27249.0,27288.0,27249.0,0.0,39.0,39.0,0.9959967617541452,41.716228855528406,41.57079197326655,0.996513661798972,-0.0034863382010279498
