distance_band,n_points_phi_mean,corr_net_phi_mean_overlap_minus_1,n_points_phi_aggregate,corr_net_phi_aggregate
0-25km,28,-0.027676534764816785,28,-0.050139660119077556
25-50km,28,0.11193597436835923,28,0.12154688668418474
50-100km,28,0.2119450155391069,28,0.20948329231309296
100-200km,28,-0.05017577227936326,28,-0.006637363383544021
200km+,0,,0,
