window_start_pt,hours_since_quake,center_lat,center_lon,center_mode,distance_mode,center_track_csv,center_track_to_tz,center_track_storm_name
2024-09-26 08:00:00,16.0,17.700000000000003,-102.69999999999999,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,John
2024-09-27 08:00:00,40.0,18.450000000000003,-103.44999999999999,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,John
2024-09-28 08:00:00,64.0,18.6,-103.6,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,John
