t_start_hours,t_end_hours,duration_hours,n_windows
0.0,0.0,0.0,1
56.0,56.0,0.0,1
120.0,120.0,0.0,1
144.0,144.0,0.0,1
192.0,192.0,0.0,1
224.0,224.0,0.0,1
272.0,272.0,0.0,1
