n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
16,-0.5267857142857142,-0.6249999999999999,-0.4370535714285713,0.04368890743275372,0.012727453511233668,0.10331856235009369
