predictor,status,n_obs,n_events,coef,se,z,p,ci_low,ci_high,aic,bic,message
delta_peak_unit,ok,1624,12,-0.4606403432974324,0.08438704054890325,-5.458662139365891,4.797356509319483e-08,-0.6260359035352039,-0.2952447830596609,,,ok
distance_km,ok,1624,12,3.241934213192303e-05,1.278707010749876e-05,2.535322154283901,0.011234395721419528,7.357145253436741e-06,5.748153901040932e-05,,,ok
D_peak_unit,ok,1624,12,0.11444422280780546,0.12585390610386477,0.9093418420669191,0.3631697104750694,-0.13222490046945518,0.36111334608506607,,,ok
