fit_ok,alpha,slope,intercept,r2_loglog,n_points_fit,r_min_fit,r_max_fit,y_min_fit,y_max_fit,time_min_hours,time_max_hours
1,0.00765503234572866,-0.00765503234572866,-2.8931982759942234,0.0002799627470371213,49,15.0,495.0,0.012723824683940954,0.0958044784109151,24.0,72.0
