predictor,status,n_obs,n_events,coef,se,z,p,ci_low,ci_high,aic,bic,message
delta_peak_unit,ok,2075,14,-0.6803694367623445,0.0691801699344949,-9.83474653801184,7.976821403650775e-23,-0.8159600782783152,-0.5447787952463738,,,ok
distance_km,ok,2075,14,3.568537773230966e-05,1.640094378438984e-05,2.1758124533220116,0.029569287115242367,3.5401186024395116e-06,6.78306368621798e-05,,,ok
D_peak_unit,ok,2075,14,0.24196702467378373,0.1084997763236733,2.230115423942948,0.025739781116910856,0.029311370748732385,0.4546226785988351,4803.045257001417,4825.596122732076,ok
