window_start_pt,hours_since_quake,band,n_edges,baseline_sum,crisis_sum,phi_aggregate
2024-06-30 08:00:00,-8.0,100-200km,314,36504.14239038825,37299.0,1.0217744496257783
2024-06-30 08:00:00,-8.0,200km+,229,24191.651606232845,25570.0,1.0569762005588752
2024-06-30 08:00:00,-8.0,25-50km,17,2029.1666666666665,2230.0,1.0989733059548255
2024-06-30 08:00:00,-8.0,50-100km,285,52740.35775548401,53983.0,1.0235615057879803
2024-07-01 08:00:00,16.0,100-200km,301,33878.54763743284,39122.0,1.154772052765733
2024-07-01 08:00:00,16.0,200km+,188,21332.01141140157,24400.0,1.1438208769642157
2024-07-01 08:00:00,16.0,25-50km,15,1667.1666666666665,2910.0,1.7454763570928722
2024-07-01 08:00:00,16.0,50-100km,379,52402.2196763956,63737.0,1.2163034389306626
2024-07-02 08:00:00,40.0,100-200km,300,33027.059482023426,32261.0,0.9768050957597242
2024-07-02 08:00:00,40.0,200km+,243,21259.26845963819,18859.0,0.8870954349066514
2024-07-02 08:00:00,40.0,25-50km,19,1709.3333333333333,1648.0,0.9641185647425897
2024-07-02 08:00:00,40.0,50-100km,475,53533.33257716751,53012.0,0.990261533290198
2024-07-03 08:00:00,64.0,100-200km,318,33270.1803452464,32342.0,0.9721017338765637
2024-07-03 08:00:00,64.0,200km+,254,21406.14346334743,21844.0,1.0204547137321716
2024-07-03 08:00:00,64.0,25-50km,21,1726.5,1725.0,0.9991311902693311
2024-07-03 08:00:00,64.0,50-100km,458,52458.3283531794,52321.0,0.997382143932326
2024-07-04 08:00:00,88.0,100-200km,313,33660.77442129828,31760.0,0.9435314708595772
2024-07-04 08:00:00,88.0,200km+,275,22391.296090622356,19870.0,0.8873983854968407
2024-07-04 08:00:00,88.0,25-50km,20,1724.875157795495,1638.0,0.9496339445768776
2024-07-04 08:00:00,88.0,50-100km,477,52966.65830095845,51338.0,0.9692512544079267
2024-07-05 08:00:00,112.0,100-200km,327,33122.13185308937,31115.0,0.9394020933799839
2024-07-05 08:00:00,112.0,200km+,281,21742.151846085184,20097.0,0.9243335315781357
2024-07-05 08:00:00,112.0,25-50km,23,1759.1398686385014,1694.0,0.9629706143327211
2024-07-05 08:00:00,112.0,50-100km,470,51914.21393713737,49746.0,0.9582346765422887
2024-07-06 08:00:00,136.0,100-200km,312,34356.02154061158,33262.0,0.968156337912457
2024-07-06 08:00:00,136.0,200km+,250,22129.155034453157,20593.0,0.9305823004962684
2024-07-06 08:00:00,136.0,25-50km,17,2021.5251687018517,1931.0,0.9552193709465494
2024-07-06 08:00:00,136.0,50-100km,371,51589.130466524395,49890.0,0.9670641770629
2024-07-07 08:00:00,160.0,100-200km,295,36025.8951218668,34942.0,0.96991344369931
2024-07-07 08:00:00,160.0,200km+,219,23917.151606232845,23129.0,0.9670465940422667
