direction,band,n_points,tau_hours,tau_r2,fit_ok
outflow,100-200km,31,1032.4803377045846,0.027789941202505775,1
outflow,200km+,31,959.3263858321393,0.04277409176758895,1
outflow,25-50km,31,1760.2904025516725,0.004837231083623106,1
outflow,50-100km,31,687.3339629208926,0.08730837159762339,1
inflow,100-200km,31,853.6805293852456,0.03335420719977,1
inflow,200km+,31,959.3263858321393,0.04277409176758895,1
inflow,25-50km,31,737.1361140408969,0.07746819793579673,1
inflow,50-100km,31,626.7469530130287,0.08908533403176333,1
