window_start_pt,hours_since_quake,center_lat,center_lon,center_mode,distance_mode,center_track_csv,center_track_to_tz,center_track_storm_name
2024-10-03 08:00:00,16.0,22.925,120.525,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Krathon
2024-10-04 08:00:00,40.0,23.3,120.6,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Krathon
2024-10-05 08:00:00,64.0,23.3,120.6,track,path,Docs/storm_tracks/nhc_best_track_2024_landfalls.csv,America/Los_Angeles,Krathon
