predictor,status,n_obs,n_events,coef,se,z,p,ci_low,ci_high,aic,bic,message
delta_peak_unit,ok,2088,15,-0.6730900826657692,0.06898739084989515,-9.756711688521442,1.7266298073158902e-22,-0.8083028841189518,-0.5378772812125866,,,ok
distance_km,ok,2088,15,3.561045471731272e-05,1.6397845172291774e-05,2.171654527967212,0.029881730787021856,3.4712687555568458e-06,6.774964067906859e-05,,,ok
D_peak_unit,ok,2088,15,0.23712783288175873,0.10806839558945663,2.194238487472219,0.028218269022836206,0.025317669659396497,0.448937996104121,,,ok
