removed_slug,n_after_remove,spearman_rho,spearman_p
flooding_in_central_and_eastern_europe_sept_16_2024,13,-0.7197802197802198,0.005536115775787644
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,13,-0.7252747252747254,0.0050232376553499165
hurricane_beryl_across_southeastern_texas_us,13,-0.7692307692307693,0.0021122295993498794
hurricane_beryl_jamaica_western_caribbean_pre_landfall_2024_07_03,13,-0.8241758241758241,0.0005302228375973589
park_fire_california_29_july_2024,13,-0.6923076923076923,0.008730317796749335
spain_flood,13,-0.6978021978021978,0.008000717411226549
the_flooding_across_bagmati_and_koshi_provinces_nepal,13,-0.7912087912087913,0.0012750239017411194
the_flooding_across_rio_grande_do_sul_state_brazil,13,-0.7417582417582418,0.0037013137357526297
the_wildfires_in_quito_pichincha_province_ecuador,13,-0.7252747252747254,0.0050232376553499165
tropical_storm_kristine_in_bicol_and_calabarzon_philippines,13,-0.7747252747252747,0.0018713615028719084
tropical_storm_yagi_philippines_2_september_2024,13,-0.7582417582417583,0.0026660786121372876
turkiye_earthquake_2023,13,-0.7087912087912087,0.006681784135857958
typhoon_krathon_across_taiwan,13,-0.6978021978021978,0.008000717411226549
typhoon_yagi_across_northeastern_vietnam,13,-0.7582417582417583,0.0026660786121372876
