slug,name,event_type,r_band_start_km,n_obs,mean,median,r_band_end_km,r_band_center_km
tropical_storm_yagi_philippines_2_september_2024,Tropical Storm Yagi Philippines 2 September 2024,tropical_storm,300.0,75,143.21333333333334,137.0,350.0,325.0
tropical_storm_yagi_philippines_2_september_2024,Tropical Storm Yagi Philippines 2 September 2024,tropical_storm,350.0,75,138.18666666666667,143.0,400.0,375.0
tropical_storm_yagi_philippines_2_september_2024,Tropical Storm Yagi Philippines 2 September 2024,tropical_storm,400.0,42,19.642857142857142,5.0,450.0,425.0
tropical_storm_yagi_philippines_2_september_2024,Tropical Storm Yagi Philippines 2 September 2024,tropical_storm,450.0,45,1.9777777777777779,2.0,500.0,475.0
turkiye_earthquake_2023,Turkiye Turkey Earthquake Full Country Version Feb 8 2023,earthquake,0.0,180,90.41666666666667,119.0,50.0,25.0
turkiye_earthquake_2023,Turkiye Turkey Earthquake Full Country Version Feb 8 2023,earthquake,50.0,180,125.55,121.0,100.0,75.0
turkiye_earthquake_2023,Turkiye Turkey Earthquake Full Country Version Feb 8 2023,earthquake,100.0,180,182.80555555555554,180.0,150.0,125.0
turkiye_earthquake_2023,Turkiye Turkey Earthquake Full Country Version Feb 8 2023,earthquake,150.0,180,163.05,158.0,200.0,175.0
turkiye_earthquake_2023,Turkiye Turkey Earthquake Full Country Version Feb 8 2023,earthquake,200.0,180,170.5388888888889,191.0,250.0,225.0
turkiye_earthquake_2023,Turkiye Turkey Earthquake Full Country Version Feb 8 2023,earthquake,250.0,180,181.07222222222222,182.0,300.0,275.0
turkiye_earthquake_2023,Turkiye Turkey Earthquake Full Country Version Feb 8 2023,earthquake,300.0,180,156.76111111111112,142.5,350.0,325.0
turkiye_earthquake_2023,Turkiye Turkey Earthquake Full Country Version Feb 8 2023,earthquake,350.0,180,197.86111111111111,187.0,400.0,375.0
turkiye_earthquake_2023,Turkiye Turkey Earthquake Full Country Version Feb 8 2023,earthquake,400.0,180,323.81111111111113,332.0,450.0,425.0
turkiye_earthquake_2023,Turkiye Turkey Earthquake Full Country Version Feb 8 2023,earthquake,450.0,180,382.5,377.5,500.0,475.0
typhoon_krathon_across_taiwan,Typhoon Krathon Across Taiwan,typhoon,0.0,60,165.86666666666667,173.5,50.0,25.0
typhoon_krathon_across_taiwan,Typhoon Krathon Across Taiwan,typhoon,50.0,60,289.8833333333333,305.0,100.0,75.0
typhoon_krathon_across_taiwan,Typhoon Krathon Across Taiwan,typhoon,100.0,60,198.3,198.0,150.0,125.0
typhoon_krathon_across_taiwan,Typhoon Krathon Across Taiwan,typhoon,150.0,60,146.66666666666666,149.0,200.0,175.0
typhoon_krathon_across_taiwan,Typhoon Krathon Across Taiwan,typhoon,200.0,60,44.1,33.0,250.0,225.0
typhoon_krathon_across_taiwan,Typhoon Krathon Across Taiwan,typhoon,250.0,24,36.916666666666664,36.0,300.0,275.0
typhoon_yagi_across_northeastern_vietnam,Typhoon Yagi Across Northeastern Vietnam,typhoon,0.0,55,288.74545454545455,299.0,50.0,25.0
typhoon_yagi_across_northeastern_vietnam,Typhoon Yagi Across Northeastern Vietnam,typhoon,50.0,55,452.8909090909091,512.0,100.0,75.0
typhoon_yagi_across_northeastern_vietnam,Typhoon Yagi Across Northeastern Vietnam,typhoon,100.0,55,105.85454545454546,105.0,150.0,125.0
typhoon_yagi_across_northeastern_vietnam,Typhoon Yagi Across Northeastern Vietnam,typhoon,150.0,22,8.0,6.5,200.0,175.0
wildfires_in_boise_county_idaho_27_august_2024,Wildfires In Boise County Idaho 27 August 2024,wildfire,0.0,75,101.26666666666667,122.0,50.0,25.0
wildfires_in_boise_county_idaho_27_august_2024,Wildfires In Boise County Idaho 27 August 2024,wildfire,50.0,75,91.05333333333333,74.0,100.0,75.0
wildfires_in_boise_county_idaho_27_august_2024,Wildfires In Boise County Idaho 27 August 2024,wildfire,100.0,75,58.08,58.0,150.0,125.0
wildfires_in_boise_county_idaho_27_august_2024,Wildfires In Boise County Idaho 27 August 2024,wildfire,150.0,75,59.38666666666666,54.0,200.0,175.0
wildfires_in_boise_county_idaho_27_august_2024,Wildfires In Boise County Idaho 27 August 2024,wildfire,200.0,75,43.48,24.0,250.0,225.0
wildfires_in_boise_county_idaho_27_august_2024,Wildfires In Boise County Idaho 27 August 2024,wildfire,250.0,37,16.37837837837838,4.0,300.0,275.0
