fit_ok,alpha,slope,intercept,r2_loglog,n_points_fit,r_min_fit,r_max_fit,y_min_fit,y_max_fit,time_min_hours,time_max_hours
1,-0.25180889781369203,0.25180889781369203,-4.819026270239137,0.016317677192828173,40,105.0,495.0,0.0023942381738126794,0.17992380407095665,24.0,72.0
