slug,short_name,disaster_type,event_type,r_bin_km,delta_at_peak,n_tiles,t_snap,t_peak_hours,t_snap_abs_diff_h,delta_near,D_peak,alpha
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,0.0,0.09238793356938142,49.333333333333336,416.0,416.0,0.0,0.0663782817545836,0.1005919988678328,0.0978433601132348
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,10.0,0.07900127388350946,127.0,416.0,416.0,0.0,0.0663782817545836,0.1005919988678328,0.0978433601132348
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,20.0,0.09672147016694699,221.33333333333334,416.0,416.0,0.0,0.0663782817545836,0.1005919988678328,0.0978433601132348
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,30.0,0.07272815433918171,237.66666666666666,416.0,416.0,0.0,0.0663782817545836,0.1005919988678328,0.0978433601132348
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,40.0,0.1049256453251169,343.0,416.0,416.0,0.0,0.0663782817545836,0.1005919988678328,0.0978433601132348
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,50.0,0.11944998376583686,566.3333333333334,416.0,416.0,0.0,0.0663782817545836,0.1005919988678328,0.0978433601132348
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,60.0,0.1094075618470171,555.0,416.0,416.0,0.0,0.0663782817545836,0.1005919988678328,0.0978433601132348
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,70.0,0.12091257732810597,682.0,416.0,416.0,0.0,0.0663782817545836,0.1005919988678328,0.0978433601132348
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,80.0,0.12155878589559266,772.3333333333334,416.0,416.0,0.0,0.0663782817545836,0.1005919988678328,0.0978433601132348
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,90.0,0.17025019643127215,886.3333333333334,416.0,416.0,0.0,0.0663782817545836,0.1005919988678328,0.0978433601132348
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,100.0,0.14409619529380513,865.6666666666666,416.0,416.0,0.0,0.0663782817545836,0.1005919988678328,0.0978433601132348
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,110.0,0.10498903480444326,965.0,416.0,416.0,0.0,0.0663782817545836,0.1005919988678328,0.0978433601132348
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,120.0,0.1064484240915357,958.3333333333334,416.0,416.0,0.0,0.0663782817545836,0.1005919988678328,0.0978433601132348
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,130.0,0.11814642051945778,1222.6666666666667,416.0,416.0,0.0,0.0663782817545836,0.1005919988678328,0.0978433601132348
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,140.0,0.11371784863775185,1368.6666666666667,416.0,416.0,0.0,0.0663782817545836,0.1005919988678328,0.0978433601132348
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,150.0,0.10191584089045495,1392.6666666666667,416.0,416.0,0.0,0.0663782817545836,0.1005919988678328,0.0978433601132348
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,160.0,0.11271332022607994,1486.0,416.0,416.0,0.0,0.0663782817545836,0.1005919988678328,0.0978433601132348
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,170.0,0.04163516369784263,1432.6666666666667,416.0,416.0,0.0,0.0663782817545836,0.1005919988678328,0.0978433601132348
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,180.0,0.04870644323129247,1501.0,416.0,416.0,0.0,0.0663782817545836,0.1005919988678328,0.0978433601132348
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,190.0,0.060125821584877524,1615.3333333333333,416.0,416.0,0.0,0.0663782817545836,0.1005919988678328,0.0978433601132348
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,200.0,0.07259388069498655,1663.3333333333333,416.0,416.0,0.0,0.0663782817545836,0.1005919988678328,0.0978433601132348
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,20.0,-0.3021802306791054,17.0,-8.0,-8.0,0.0,-0.2182305293802359,0.1218373784779385,0.593924263029768
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,30.0,-0.2140913525187348,24.0,-8.0,-8.0,0.0,-0.2182305293802359,0.1218373784779385,0.593924263029768
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,40.0,-0.16804010216028964,55.0,-8.0,-8.0,0.0,-0.2182305293802359,0.1218373784779385,0.593924263029768
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,50.0,-0.1886104321628138,55.0,-8.0,-8.0,0.0,-0.2182305293802359,0.1218373784779385,0.593924263029768
