iter,rho_alpha_pred_vs_delta_near,p_value,n_eff,mode
130,-0.25588235294117645,0.33878990807124576,16,E
131,0.14411764705882352,0.5943782881736932,16,E
132,-0.6088235294117647,0.012315203198246456,16,E
133,-0.5852941176470587,0.01722528661609485,16,E
134,-0.5441176470588236,0.029336337481376578,16,E
135,-0.45,0.08029573654339643,16,E
136,-0.5852941176470587,0.01722528661609485,16,E
137,-0.6794117647058824,0.0037934326691597448,16,E
138,-0.5264705882352941,0.036166514972245475,16,E
139,-0.39999999999999997,0.12475042359840012,16,E
140,-0.611764705882353,0.011788405053115219,16,E
141,-0.7147058823529412,0.0018627410999474353,16,E
142,-0.5147058823529412,0.04134580644224894,16,E
143,-0.37941176470588234,0.14722713386289268,16,E
144,-0.39999999999999997,0.12475042359840012,16,E
145,-0.36764705882352944,0.1612323576755899,16,E
146,-0.2911764705882353,0.2738870484191488,16,E
147,-0.7323529411764707,0.0012549581661522623,16,E
148,-0.3323529411764706,0.2084998279822084,16,E
149,-0.5235294117647059,0.037412648130149356,16,E
150,-0.6058823529411764,0.012860298533367195,16,E
151,-0.6382352941176471,0.007801138631008009,16,E
152,-0.3323529411764706,0.2084998279822084,16,E
153,-0.4617647058823529,0.07176841584053797,16,E
154,-0.5735294117647058,0.020191038046523092,16,E
155,-0.21470588235294116,0.4245592336201027,16,E
156,-0.6,0.014007122329599993,16,E
157,-0.19411764705882353,0.47128972836210736,16,E
158,-0.6676470588235294,0.004711981947989975,16,E
159,-0.6382352941176471,0.007801138631008009,16,E
160,-0.22058823529411767,0.4116664304979635,16,E
161,-0.6970588235294117,0.002690589402560596,16,E
162,-0.6058823529411764,0.012860298533367195,16,E
163,-0.6588235294117648,0.005511422336343686,16,E
164,-0.6441176470588235,0.007081524086582877,16,E
165,-0.44117647058823534,0.08715363626051087,16,E
166,-0.3147058823529411,0.23515831926634448,16,E
167,-0.5882352941176471,0.016539722195378165,16,E
168,-0.8352941176470589,5.637132062814425e-05,16,E
169,-0.6617647058823529,0.0052337533013275045,16,E
170,-0.36470588235294116,0.16486839724475397,16,E
171,-0.6411764705882352,0.007434419082533941,16,E
172,0.22058823529411767,0.4116664304979635,16,E
173,-0.6558823529411765,0.005800736962231502,16,E
174,-0.7176470588235294,0.0017475350604702381,16,E
175,-0.4441176470588235,0.08482274417741588,16,E
176,-0.7382352941176471,0.001092850811848153,16,E
177,-0.6235294117647059,0.009855650390922007,16,E
178,-0.711764705882353,0.0019840432477699634,16,E
179,-0.4058823529411764,0.11879168453237476,16,E
180,-0.07647058823529412,0.7783409809607029,16,E
181,-0.17058823529411765,0.527609768861268,16,E
182,-0.5970588235294118,0.014609731954981046,16,E
183,-0.11470588235294117,0.672291046599723,16,E
184,-0.7000000000000001,0.0025350946044319323,16,E
185,-0.17352941176470588,0.5204075144487408,16,E
186,-0.5147058823529412,0.04134580644224894,16,E
187,-0.4147058823529412,0.11022940391770164,16,E
188,-0.08823529411764705,0.7452220943671326,16,E
189,-0.6647058823529411,0.004967385937481996,16,E
190,-0.4382352941176471,0.08953003199187995,16,E
191,-0.4735294117647058,0.06391907182682008,16,E
192,-0.43529411764705883,0.09195235850572929,16,E
193,-0.7088235294117646,0.0021116812392545335,16,E
194,-0.3852941176470588,0.1405441773736763,16,E
195,-0.5941176470588235,0.015232400876327998,16,E
196,-0.44117647058823534,0.08715363626051087,16,E
197,-0.29411764705882354,0.268846554622893,16,E
198,-0.4382352941176471,0.08953003199187995,16,E
199,-0.5794117647058823,0.01866252941771194,16,E
200,-0.4911764705882353,0.053350435677943356,16,E
201,-0.5117647058823529,0.04272344816333178,16,E
202,-0.18529411764705883,0.4920570502059438,16,E
203,-0.5147058823529412,0.04134580644224894,16,E
204,-0.2588235294117647,0.3330723066336081,16,E
205,-0.8588235294117647,2.0464395736214237e-05,16,E
206,-0.5823529411764706,0.01793273413103536,16,E
207,0.07352941176470588,0.7866792491258565,16,E
208,-0.6941176470588235,0.002853705903456908,16,E
209,-0.07941176470588236,0.770025319039825,16,E
210,-0.5911764705882353,0.015875579555641478,16,E
211,-0.6235294117647059,0.009855650390922007,16,E
212,-0.25,0.3503914791072017,16,E
213,-0.6264705882352941,0.009413977306783637,16,E
214,-0.6588235294117648,0.005511422336343686,16,E
215,-0.6352941176470589,0.00818206461633401,16,E
216,-0.7294117647058823,0.0013430786823836708,16,E
217,-0.5235294117647059,0.037412648130149356,16,E
218,-0.6676470588235294,0.004711981947989975,16,E
219,-0.6352941176470589,0.00818206461633401,16,E
220,0.10294117647058824,0.7044103818167706,16,E
221,-0.5294117647058824,0.0349520067895181,16,E
222,-0.5147058823529412,0.04134580644224894,16,E
223,-0.5941176470588235,0.015232400876327998,16,E
224,-0.36764705882352944,0.1612323576755899,16,E
225,-0.5852941176470587,0.01722528661609485,16,E
226,-0.35000000000000003,0.18386882202619317,16,E
227,-0.18529411764705883,0.4920570502059438,16,E
228,-0.6441176470588235,0.007081524086582877,16,E
229,-0.7529411764705882,0.0007610810731946071,16,E
230,-0.31764705882352945,0.23057346362184541,16,E
231,-0.19999999999999998,0.45768790507519985,16,E
232,-0.3735294117647059,0.15412246989684822,16,E
233,-0.4294117647058823,0.09693648522272379,16,E
234,-0.3558823529411765,0.1761037380915931,16,E
235,-0.5941176470588235,0.015232400876327998,16,E
236,-0.6470588235294118,0.0067420770071798634,16,E
237,-0.6970588235294117,0.002690589402560596,16,E
238,-0.4147058823529412,0.11022940391770164,16,E
239,-0.2323529411764706,0.38651134990798475,16,E
240,-0.6411764705882352,0.007434419082533941,16,E
241,-0.5294117647058824,0.0349520067895181,16,E
242,-0.4911764705882353,0.053350435677943356,16,E
243,-0.44705882352941173,0.0825369233953715,16,E
244,-0.7323529411764707,0.0012549581661522623,16,E
245,-0.15,0.5792486306642535,16,E
246,-0.6264705882352941,0.009413977306783637,16,E
247,-0.4264705882352941,0.09949911193753966,16,E
248,-0.711764705882353,0.0019840432477699634,16,E
249,-0.538235294117647,0.031493228205838324,16,E
250,-0.5647058823529412,0.022663204844184635,16,E
251,-0.5058823529411764,0.045581616123940336,16,E
252,-0.5911764705882353,0.015875579555641478,16,E
253,-0.36176470588235293,0.16855882250388438,16,E
254,-0.6264705882352941,0.009413977306783637,16,E
255,-0.7441176470588236,0.0009482827857378677,16,E
256,-0.2441176470588235,0.3622134961419501,16,E
257,-0.5911764705882353,0.015875579555641478,16,E
258,-0.3764705882352941,0.1506481152876309,16,E
259,-0.3323529411764706,0.2084998279822084,16,E
260,-0.5911764705882353,0.015875579555641478,16,E
261,-0.3558823529411765,0.1761037380915931,16,E
262,-0.33529411764705885,0.20425458084551512,16,E
263,-0.5705882352941177,0.020990696368217765,16,E
264,-0.27058823529411763,0.31076062710233504,16,E
265,-0.7294117647058823,0.0013430786823836708,16,E
266,-0.7617647058823529,0.0006053428380705895,16,E
267,-0.2529411764705882,0.34456303133749866,16,E
268,-0.6176470588235293,0.010787984601948835,16,E
269,-0.6205882352941177,0.010313515549677674,16,E
270,-0.7058823529411764,0.002245900601051329,16,E
271,-0.7676470588235293,0.0005168835242959224,16,E
272,-0.07941176470588236,0.770025319039825,16,E
273,-0.6441176470588235,0.007081524086582877,16,E
274,-0.23823529411764705,0.37425412972798844,16,E
275,-0.5323529411764706,0.033768622960234626,16,E
276,-0.22941176470588234,0.39272049088161975,16,E
277,-0.7735294117647058,0.0004393556517117217,16,E
278,-0.7441176470588236,0.0009482827857378677,16,E
279,-0.7911764705882354,0.0002619464480824597,16,E
280,-0.3588235294117647,0.17230386289263244,16,E
281,-0.4705882352941176,0.06581947250108118,16,E
282,-0.6205882352941177,0.010313515549677674,16,E
283,-0.7000000000000001,0.0025350946044319323,16,E
284,-0.6029411764705882,0.013424125397891343,16,E
285,-0.02058823529411765,0.9396737397890448,16,E
286,-0.16176470588235295,0.5494831434036929,16,E
287,-0.2058823529411765,0.4442846410521438,16,E
288,-0.07941176470588236,0.770025319039825,16,E
289,-0.5588235294117647,0.024436511424505727,16,E
290,-0.4323529411764706,0.09442103753478695,16,E
291,-0.5764705882352941,0.01941514038653157,16,E
292,-0.27058823529411763,0.31076062710233504,16,E
293,-0.27941176470588236,0.29461765356841446,16,E
294,-0.5235294117647059,0.037412648130149356,16,E
295,-0.28529411764705886,0.28413874015956303,16,E
296,-0.15294117647058825,0.5717446192454616,16,E
297,-0.5323529411764706,0.033768622960234626,16,E
298,-0.6647058823529411,0.004967385937481996,16,E
299,-0.7323529411764707,0.0012549581661522623,16,E
300,-0.4647058823529412,0.06974367557375584,16,E
301,-0.5117647058823529,0.04272344816333178,16,E
302,-0.538235294117647,0.031493228205838324,16,E
303,-0.17352941176470588,0.5204075144487408,16,E
304,-0.34705882352941175,0.18783442010629967,16,E
305,-0.5205882352941177,0.03869090714064999,16,E
306,-0.29411764705882354,0.268846554622893,16,E
307,-0.12352941176470587,0.6485420669723405,16,E
308,-0.4294117647058823,0.09693648522272379,16,E
309,-0.6941176470588235,0.002853705903456908,16,E
310,-0.5882352941176471,0.016539722195378165,16,E
311,-0.45294117647058824,0.07809874141672511,16,E
312,0.15882352941176472,0.5568612810855389,16,E
313,-0.4588235294117647,0.07383553449548107,16,E
314,-0.25588235294117645,0.33878990807124576,16,E
315,-0.3382352941176471,0.2000655587786896,16,E
316,-0.7352941176470589,0.0011716155350991778,16,E
317,-0.6558823529411765,0.005800736962231502,16,E
318,-0.3411764705882353,0.1959326248678891,16,E
319,-0.5470588235294118,0.028301087242108842,16,E
320,-0.3970588235294118,0.1278060090882619,16,E
321,-0.5705882352941177,0.020990696368217765,16,E
322,-0.5647058823529412,0.022663204844184635,16,E
323,-0.34705882352941175,0.18783442010629967,16,E
324,-0.2441176470588235,0.3622134961419501,16,E
325,-0.4794117647058824,0.06023930250431595,16,E
326,-0.4382352941176471,0.08953003199187995,16,E
327,-0.4852941176470588,0.05671771428191195,16,E
328,-0.4617647058823529,0.07176841584053797,16,E
329,-0.411764705882353,0.11303386621436724,16,E
330,-0.5205882352941177,0.03869090714064999,16,E
331,-0.5323529411764706,0.033768622960234626,16,E
332,-0.5264705882352941,0.036166514972245475,16,E
333,-0.7088235294117646,0.0021116812392545335,16,E
334,-0.6205882352941177,0.010313515549677674,16,E
335,-0.6382352941176471,0.007801138631008009,16,E
336,-0.5294117647058824,0.0349520067895181,16,E
337,-0.5411764705882353,0.03040021888817021,16,E
338,-0.36176470588235293,0.16855882250388438,16,E
339,-0.4617647058823529,0.07176841584053797,16,E
340,0.05294117647058824,0.8456104411493658,16,E
341,-0.3941176470588235,0.13091285429899105,16,E
342,-0.4676470588235294,0.06776085019015395,16,E
343,-0.6,0.014007122329599993,16,E
344,-0.4205882352941176,0.10476751392918707,16,E
345,-0.16176470588235295,0.5494831434036929,16,E
346,-0.27941176470588236,0.29461765356841446,16,E
347,-0.4205882352941176,0.10476751392918707,16,E
348,-0.5205882352941177,0.03869090714064999,16,E
349,-0.6264705882352941,0.009413977306783637,16,E
350,-0.34411764705882353,0.19185563142554296,16,E
351,-0.6029411764705882,0.013424125397891343,16,E
352,-0.2411764705882353,0.36820660804263405,16,E
353,-0.4941176470588235,0.051723442249235474,16,E
354,-0.5588235294117647,0.024436511424505727,16,E
355,-0.3941176470588235,0.13091285429899105,16,E
356,-0.7058823529411764,0.002245900601051329,16,E
357,-0.3558823529411765,0.1761037380915931,16,E
358,-0.5088235294117647,0.04413521823498383,16,E
359,-0.5411764705882353,0.03040021888817021,16,E
360,-0.42352941176470593,0.10210932208599743,16,E
361,-0.5735294117647058,0.020191038046523092,16,E
362,0.08529411764705883,0.7534650694747833,16,E
363,-0.4705882352941176,0.06581947250108118,16,E
364,-0.7352941176470589,0.0011716155350991778,16,E
365,-0.7588235294117647,0.0006540302361647908,16,E
366,-0.6176470588235293,0.010787984601948835,16,E
367,-0.35000000000000003,0.18386882202619317,16,E
368,-0.2588235294117647,0.3330723066336081,16,E
369,-0.4264705882352941,0.09949911193753966,16,E
370,-0.6441176470588235,0.007081524086582877,16,E
371,-0.7205882352941175,0.001638191163879613,16,E
372,-0.5970588235294118,0.014609731954981046,16,E
373,-0.5352941176470588,0.03261586329402191,16,E
374,-0.5647058823529412,0.022663204844184635,16,E
375,-0.5823529411764706,0.01793273413103536,16,E
376,-0.35000000000000003,0.18386882202619317,16,E
377,-0.7529411764705882,0.0007610810731946071,16,E
378,-0.65,0.006415706521175286,16,E
379,-0.7735294117647058,0.0004393556517117217,16,E
380,-0.3764705882352941,0.1506481152876309,16,E
381,-0.5558823529411765,0.025362176320607922,16,E
382,-0.29705882352941176,0.2638630146135225,16,E
383,-0.4558823529411765,0.07594549116741177,16,E
384,-0.5705882352941177,0.020990696368217765,16,E
385,-0.5617647058823529,0.023537016474280827,16,E
386,-0.4264705882352941,0.09949911193753966,16,E
387,-0.55,0.027293972709730593,16,E
388,-0.6352941176470589,0.00818206461633401,16,E
389,-0.3911764705882353,0.1340712861972552,16,E
390,-0.5911764705882353,0.015875579555641478,16,E
391,-0.12058823529411765,0.6564245147485952,16,E
392,-0.55,0.027293972709730593,16,E
393,-0.4382352941176471,0.08953003199187995,16,E
394,-0.6088235294117647,0.012315203198246456,16,E
395,-0.7205882352941175,0.001638191163879613,16,E
396,-0.4558823529411765,0.07594549116741177,16,E
397,-0.6058823529411764,0.012860298533367195,16,E
398,-0.7970588235294117,0.00021809806990574787,16,E
399,-0.4323529411764706,0.09442103753478695,16,E
400,-0.2352941176470588,0.38035580118865675,16,E
401,-0.31176470588235294,0.23980004767411284,16,E
402,-0.3529411764705882,0.17995865788498183,16,E
403,-0.4823529411764706,0.058458976774719576,16,E
404,-0.5411764705882353,0.03040021888817021,16,E
405,-0.6441176470588235,0.007081524086582877,16,E
406,-0.5617647058823529,0.023537016474280827,16,E
407,-0.2088235294117647,0.43765851094980035,16,E
408,-0.5823529411764706,0.01793273413103536,16,E
409,-0.5764705882352941,0.01941514038653157,16,E
410,-0.6176470588235293,0.010787984601948835,16,E
411,-0.6176470588235293,0.010787984601948835,16,E
412,-0.1323529411764706,0.6251064291516133,16,E
413,-0.4647058823529412,0.06974367557375584,16,E
414,-0.5264705882352941,0.036166514972245475,16,E
415,-0.7970588235294117,0.00021809806990574787,16,E
416,-0.3911764705882353,0.1340712861972552,16,E
417,-0.6294117647058822,0.008988089264446917,16,E
418,-0.18529411764705883,0.4920570502059438,16,E
419,-0.5823529411764706,0.01793273413103536,16,E
420,-0.7941176470588236,0.0002391909276256312,16,E
421,-0.5794117647058823,0.01866252941771194,16,E
422,-0.4794117647058824,0.06023930250431595,16,E
423,-0.4088235294117647,0.11588783814878352,16,E
424,-0.4588235294117647,0.07383553449548107,16,E
425,-0.7029411764705883,0.002386952669300933,16,E
426,-0.36176470588235293,0.16855882250388438,16,E
427,-0.6205882352941177,0.010313515549677674,16,E
428,-0.3970588235294118,0.1278060090882619,16,E
429,-0.6205882352941177,0.010313515549677674,16,E
430,-0.4323529411764706,0.09442103753478695,16,E
431,-0.65,0.006415706521175286,16,E
432,-0.7235294117647059,0.0015344811898239565,16,E
433,-0.3588235294117647,0.17230386289263244,16,E
434,-0.2441176470588235,0.3622134961419501,16,E
435,-0.7205882352941175,0.001638191163879613,16,E
436,-0.25,0.3503914791072017,16,E
437,-0.6411764705882352,0.007434419082533941,16,E
438,-0.6588235294117648,0.005511422336343686,16,E
439,-0.22058823529411767,0.4116664304979635,16,E
440,-0.36764705882352944,0.1612323576755899,16,E
441,-0.5676470588235295,0.02181459214374292,16,E
442,-0.3764705882352941,0.1506481152876309,16,E
443,-0.3852941176470588,0.1405441773736763,16,E
444,-0.5147058823529412,0.04134580644224894,16,E
445,-0.4647058823529412,0.06974367557375584,16,E
446,-0.6764705882352942,0.00400825239020936,16,E
447,-0.611764705882353,0.011788405053115219,16,E
448,-0.15882352941176472,0.5568612810855389,16,E
449,-0.6647058823529411,0.004967385937481996,16,E
450,-0.34411764705882353,0.19185563142554296,16,E
451,-0.3911764705882353,0.1340712861972552,16,E
452,-0.4852941176470588,0.05671771428191195,16,E
453,-0.411764705882353,0.11303386621436724,16,E
454,-0.6088235294117647,0.012315203198246456,16,E
455,-0.4617647058823529,0.07176841584053797,16,E
456,-0.4176470588235294,0.1074740793993006,16,E
457,-0.4970588235294117,0.05013355780377417,16,E
458,-0.4823529411764706,0.058458976774719576,16,E
459,-0.4970588235294117,0.05013355780377417,16,E
460,-0.5676470588235295,0.02181459214374292,16,E
461,-0.6058823529411764,0.012860298533367195,16,E
462,-0.5558823529411765,0.025362176320607922,16,E
463,-0.7205882352941175,0.001638191163879613,16,E
464,-0.23823529411764705,0.37425412972798844,16,E
465,-0.5911764705882353,0.015875579555641478,16,E
466,-0.2735294117647059,0.3053231563074052,16,E
467,-0.2676470588235294,0.3162544185483094,16,E
468,-0.3235294117647059,0.22157412500124285,16,E
469,-0.6352941176470589,0.00818206461633401,16,E
470,-0.2029411764705882,0.45096124172270946,16,E
471,-0.4441176470588235,0.08482274417741588,16,E
472,-0.6588235294117648,0.005511422336343686,16,E
473,-0.10294117647058824,0.7044103818167706,16,E
474,-0.2323529411764706,0.38651134990798475,16,E
475,-0.25,0.3503914791072017,16,E
476,-0.6323529411764706,0.008577584103099355,16,E
477,-0.7264705882352941,0.0014361826350785247,16,E
478,-0.08823529411764705,0.7452220943671326,16,E
479,-0.6029411764705882,0.013424125397891343,16,E
480,-0.07941176470588236,0.770025319039825,16,E
481,-0.7264705882352941,0.0014361826350785247,16,E
482,-0.5941176470588235,0.015232400876327998,16,E
483,-0.5705882352941177,0.020990696368217765,16,E
484,-0.7088235294117646,0.0021116812392545335,16,E
485,-0.45294117647058824,0.07809874141672511,16,E
486,-0.4794117647058824,0.06023930250431595,16,E
487,-0.45294117647058824,0.07809874141672511,16,E
488,-0.30882352941176466,0.24449869579851793,16,E
489,-0.4441176470588235,0.08482274417741588,16,E
490,-0.39999999999999997,0.12475042359840012,16,E
491,-0.44117647058823534,0.08715363626051087,16,E
492,-0.5588235294117647,0.024436511424505727,16,E
493,-0.6764705882352942,0.00400825239020936,16,E
494,-0.38823529411764707,0.13728162367278124,16,E
495,-0.5647058823529412,0.022663204844184635,16,E
496,-0.6,0.014007122329599993,16,E
497,-0.5852941176470587,0.01722528661609485,16,E
498,-0.6029411764705882,0.013424125397891343,16,E
499,-0.5411764705882353,0.03040021888817021,16,E
