slug,short_name,alpha_emp,alpha_pred_loo,alpha_pred_loo_D,alpha_pred_loo_E,abs_error,k_best_train,Ds_best_train,pred_mode,loo_spearman_rho,loo_spearman_p,loo_n_events
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,0.0978433601132348,0.23385086682829528,0.11683219056257568,0.23385086682829528,0.13600750671506048,0.004520353656360241,0.10826367338740546,E,0.05294117647058824,0.8456104411493658,16
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,0.593924263029768,0.29477158904150347,0.13359570837448403,0.29477158904150347,0.2991526739882645,0.004520353656360241,0.2395026619987486,E,0.05294117647058824,0.8456104411493658,16
hurricane_beryl_across_southeastern_texas_us,beryl_tx,0.6471140254387306,0.17880133204024967,0.08542561576685101,0.17880133204024967,0.468312693398481,0.0032903445623126675,0.35622478902624444,E,0.05294117647058824,0.8456104411493658,16
hurricane_beryl_pre_landfall_2024,beryl_pre,0.4253901178736078,0.2723797217241045,0.12647093401791223,0.2723797217241045,0.1530103961495033,0.004520353656360241,0.2395026619987486,E,0.05294117647058824,0.8456104411493658,16
hurricane_john_across_southeastern_guerrero_mexico,john_gue,-0.0187885228771998,0.23351253741830913,0.11693294421337638,0.23351253741830913,0.2523010602955089,0.004520353656360241,0.04893900918477494,E,0.05294117647058824,0.8456104411493658,16
hurricane_john_southern_mexico_25_september_2024,john_sm,0.0822667257418016,0.24214388670855205,0.1188107743697479,0.24214388670855205,0.15987716096675045,0.004520353656360241,0.35622478902624444,E,0.05294117647058824,0.8456104411493658,16
hurricane_milton_across_florida_us,milton_fl,0.2091651414158485,0.234726416172303,0.11697396248970245,0.234726416172303,0.025561274756454505,0.004520353656360241,0.10826367338740546,E,0.05294117647058824,0.8456104411493658,16
moldova_flooding_2024,moldova,0.1828320289226983,0.23697717216122344,0.11597957030551495,0.23697717216122344,0.05414514323852515,0.004520353656360241,0.2395026619987486,E,0.05294117647058824,0.8456104411493658,16
spain_flood,spain_flood,0.2672111552113404,0.23692269847000186,0.11617070495560074,0.23692269847000186,0.030288456741338565,0.004520353656360241,0.2395026619987486,E,0.05294117647058824,0.8456104411493658,16
the_earthquake_across_central_mexico,the_earthquake_across_,0.3479752777497077,0.23798809394421636,0.11774296704083073,0.23798809394421636,0.10998718380549136,0.004520353656360241,0.2395026619987486,E,0.05294117647058824,0.8456104411493658,16
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,1.1346522923352398,0.16949179609571927,0.08470077489216696,0.16949179609571927,0.9651604962395205,0.0032903445623126675,0.01,E,0.05294117647058824,0.8456104411493658,16
the_flooding_across_eastern_bangladesh,bangladesh_fld,0.1691876148186711,0.2396482889450897,0.11785467223169124,0.2396482889450897,0.0704606741264186,0.004520353656360241,0.2395026619987486,E,0.05294117647058824,0.8456104411493658,16
the_flooding_across_gujarat_india,gujarat_fld,0.1609104782222367,0.2001169234783502,0.09252032368151254,0.2001169234783502,0.0392064452561135,0.0032903445623126675,1.743328822199989,E,0.05294117647058824,0.8456104411493658,16
turkiye_earthquake_2023,turkiye,0.2228386744457222,0.2336079988633003,0.11755549522120867,0.2336079988633003,0.010769324417578108,0.004520353656360241,0.022122162910704492,E,0.05294117647058824,0.8456104411493658,16
typhoon_yagi_across_northeastern_vietnam,yagi_vn,0.8332010653890054,0.24114226734348068,0.12098695230450722,0.24114226734348068,0.5920587980455247,0.004520353656360241,0.2395026619987486,E,0.05294117647058824,0.8456104411493658,16
wildfires_in_boise_county_idaho_27_august_2024,boise_fire,0.1809235793291555,0.23743527765428332,0.11610216041075741,0.23743527765428332,0.05651169832512781,0.004520353656360241,0.2395026619987486,E,0.05294117647058824,0.8456104411493658,16
