slug,r_bin_km,hours_since_peak,delta,n_tiles
flooding_in_central_and_eastern_europe_sept_16_2024,0.0,24.0,0.10246315839464389,50.666666666666664
flooding_in_central_and_eastern_europe_sept_16_2024,10.0,24.0,0.07056150063739623,126.66666666666667
flooding_in_central_and_eastern_europe_sept_16_2024,20.0,24.0,0.07236024329561712,223.0
flooding_in_central_and_eastern_europe_sept_16_2024,30.0,24.0,0.047844173191528006,249.0
flooding_in_central_and_eastern_europe_sept_16_2024,40.0,24.0,0.12075569454378443,340.6666666666667
flooding_in_central_and_eastern_europe_sept_16_2024,50.0,24.0,0.1094256490425729,577.3333333333334
flooding_in_central_and_eastern_europe_sept_16_2024,60.0,24.0,0.10760044308887966,553.0
flooding_in_central_and_eastern_europe_sept_16_2024,70.0,24.0,0.12322739103281788,680.3333333333334
flooding_in_central_and_eastern_europe_sept_16_2024,80.0,24.0,0.12549052333154145,775.6666666666666
flooding_in_central_and_eastern_europe_sept_16_2024,90.0,24.0,0.17708501169802374,890.0
flooding_in_central_and_eastern_europe_sept_16_2024,100.0,24.0,0.1435302092063031,875.0
flooding_in_central_and_eastern_europe_sept_16_2024,110.0,24.0,0.09955078543282185,977.0
flooding_in_central_and_eastern_europe_sept_16_2024,120.0,24.0,0.09493759946315294,969.0
flooding_in_central_and_eastern_europe_sept_16_2024,130.0,24.0,0.11243100284106518,1249.6666666666667
flooding_in_central_and_eastern_europe_sept_16_2024,140.0,24.0,0.10171420356603574,1394.0
flooding_in_central_and_eastern_europe_sept_16_2024,150.0,24.0,0.08814164816327115,1411.0
flooding_in_central_and_eastern_europe_sept_16_2024,160.0,24.0,0.09818640634540743,1512.0
flooding_in_central_and_eastern_europe_sept_16_2024,170.0,24.0,0.031306634820197056,1472.6666666666667
flooding_in_central_and_eastern_europe_sept_16_2024,180.0,24.0,0.02814258876294014,1539.3333333333333
flooding_in_central_and_eastern_europe_sept_16_2024,190.0,24.0,0.02154651184407815,1664.6666666666667
flooding_in_central_and_eastern_europe_sept_16_2024,200.0,24.0,0.04869898290660394,1724.0
flooding_in_central_and_eastern_europe_sept_16_2024,0.0,48.0,0.07487461569240865,51.666666666666664
flooding_in_central_and_eastern_europe_sept_16_2024,10.0,48.0,0.05434517964271938,126.66666666666667
flooding_in_central_and_eastern_europe_sept_16_2024,20.0,48.0,0.07078679787034692,218.0
flooding_in_central_and_eastern_europe_sept_16_2024,30.0,48.0,0.04792908348733723,245.0
flooding_in_central_and_eastern_europe_sept_16_2024,40.0,48.0,0.1294957264104392,343.3333333333333
flooding_in_central_and_eastern_europe_sept_16_2024,50.0,48.0,0.11603201902377824,575.6666666666666
flooding_in_central_and_eastern_europe_sept_16_2024,60.0,48.0,0.11977699604396119,549.6666666666666
flooding_in_central_and_eastern_europe_sept_16_2024,70.0,48.0,0.12242588337483855,684.6666666666666
flooding_in_central_and_eastern_europe_sept_16_2024,80.0,48.0,0.12412146163063349,783.6666666666666
flooding_in_central_and_eastern_europe_sept_16_2024,90.0,48.0,0.17519300828850612,885.6666666666666
flooding_in_central_and_eastern_europe_sept_16_2024,100.0,48.0,0.14587704883684838,875.0
flooding_in_central_and_eastern_europe_sept_16_2024,110.0,48.0,0.09890912471330131,976.6666666666666
flooding_in_central_and_eastern_europe_sept_16_2024,120.0,48.0,0.09959417842619674,976.0
flooding_in_central_and_eastern_europe_sept_16_2024,130.0,48.0,0.12182222038377866,1240.0
flooding_in_central_and_eastern_europe_sept_16_2024,140.0,48.0,0.10605173271200823,1394.0
flooding_in_central_and_eastern_europe_sept_16_2024,150.0,48.0,0.09379149837795597,1423.3333333333333
flooding_in_central_and_eastern_europe_sept_16_2024,160.0,48.0,0.10028113362341558,1522.3333333333333
flooding_in_central_and_eastern_europe_sept_16_2024,170.0,48.0,0.035497746006177465,1471.6666666666667
flooding_in_central_and_eastern_europe_sept_16_2024,180.0,48.0,0.022876834636595733,1540.3333333333333
flooding_in_central_and_eastern_europe_sept_16_2024,190.0,48.0,0.012394955322156842,1674.3333333333333
flooding_in_central_and_eastern_europe_sept_16_2024,200.0,48.0,0.04526741681806653,1719.6666666666667
flooding_in_central_and_eastern_europe_sept_16_2024,0.0,72.0,0.06621575902869885,48.333333333333336
flooding_in_central_and_eastern_europe_sept_16_2024,10.0,72.0,0.05682172781943451,127.33333333333333
flooding_in_central_and_eastern_europe_sept_16_2024,20.0,72.0,0.07706573845734017,219.66666666666666
flooding_in_central_and_eastern_europe_sept_16_2024,30.0,72.0,0.058512197092468764,237.0
flooding_in_central_and_eastern_europe_sept_16_2024,40.0,72.0,0.08320415691976472,343.0
flooding_in_central_and_eastern_europe_sept_16_2024,50.0,72.0,0.1100908815606058,573.6666666666666
flooding_in_central_and_eastern_europe_sept_16_2024,60.0,72.0,0.09760626560228543,552.0
flooding_in_central_and_eastern_europe_sept_16_2024,70.0,72.0,0.10215402681946657,676.6666666666666
flooding_in_central_and_eastern_europe_sept_16_2024,80.0,72.0,0.1126699666880399,772.3333333333334
flooding_in_central_and_eastern_europe_sept_16_2024,90.0,72.0,0.17434465061790747,884.3333333333334
flooding_in_central_and_eastern_europe_sept_16_2024,100.0,72.0,0.14646100574853885,856.0
flooding_in_central_and_eastern_europe_sept_16_2024,110.0,72.0,0.09411566092126367,960.0
flooding_in_central_and_eastern_europe_sept_16_2024,120.0,72.0,0.08918217522592793,951.6666666666666
flooding_in_central_and_eastern_europe_sept_16_2024,130.0,72.0,0.10914787885083843,1215.3333333333333
flooding_in_central_and_eastern_europe_sept_16_2024,140.0,72.0,0.10932925437528551,1361.0
flooding_in_central_and_eastern_europe_sept_16_2024,150.0,72.0,0.08945164774428897,1386.6666666666667
flooding_in_central_and_eastern_europe_sept_16_2024,160.0,72.0,0.10046208390131528,1479.3333333333333
flooding_in_central_and_eastern_europe_sept_16_2024,170.0,72.0,0.02377557903674236,1420.6666666666667
flooding_in_central_and_eastern_europe_sept_16_2024,180.0,72.0,0.03537694479347612,1500.6666666666667
flooding_in_central_and_eastern_europe_sept_16_2024,190.0,72.0,0.0482771851630824,1607.3333333333333
flooding_in_central_and_eastern_europe_sept_16_2024,200.0,72.0,0.04974569035959875,1646.6666666666667
flooding_in_central_and_eastern_europe_sept_16_2024,0.0,96.0,0.05688634073042853,48.666666666666664
flooding_in_central_and_eastern_europe_sept_16_2024,10.0,96.0,0.056851853622063984,124.33333333333333
flooding_in_central_and_eastern_europe_sept_16_2024,20.0,96.0,0.07191600671481473,217.66666666666666
flooding_in_central_and_eastern_europe_sept_16_2024,30.0,96.0,0.04741940980979805,239.33333333333334
flooding_in_central_and_eastern_europe_sept_16_2024,40.0,96.0,0.06889807275290678,337.6666666666667
flooding_in_central_and_eastern_europe_sept_16_2024,50.0,96.0,0.1032403768329837,567.0
flooding_in_central_and_eastern_europe_sept_16_2024,60.0,96.0,0.08902667345838149,555.6666666666666
flooding_in_central_and_eastern_europe_sept_16_2024,70.0,96.0,0.09259804751856815,671.0
