window_start_pt,hours_since_quake,r_bin_km,n_tiles,n_tiles_crisis,n_tiles_overlap,baseline_sum,crisis_sum,baseline_sum_overlap,crisis_sum_overlap,path_sector_occupied,phi_aggregate,phi_overlap,tile_overlap_ratio,path_coverage_frac
2024-09-27 08:00:00,-1.0,0.0,40,43,36,1528.2842426050936,1758.0997886486498,1450.2020012960677,1609.1290984423638,6,1.1503748711377246,1.109589627516898,0.9,0.5
2024-09-27 08:00:00,-1.0,10.0,49,50,46,2591.4259083001843,3064.784981580607,2541.002423021165,3015.824197555438,7,1.1826635566790784,1.1868639597634565,0.9387755102040817,0.5833333333333334
2024-09-27 08:00:00,-1.0,20.0,28,26,24,1600.6998401167853,1756.5454071858903,1545.9890216973663,1728.1442375281174,5,1.0973608937561552,1.1178243915540615,0.8571428571428571,0.4166666666666667
2024-09-27 08:00:00,-1.0,30.0,21,27,21,650.8331023132611,783.7961697859387,650.8331023132611,713.5660964592175,5,1.2042967190821825,1.0963887576138707,1.0,0.4166666666666667
2024-09-27 08:00:00,-1.0,40.0,64,60,56,16795.09178690042,18156.713895713743,16601.53578790238,18092.901341431625,5,1.081072620863873,1.0898329872960315,0.875,0.4166666666666667
2024-09-27 08:00:00,-1.0,50.0,65,66,58,4823.827704557588,5408.238702462404,4683.17418638248,5276.936909681317,5,1.1211508854996335,1.126786384547761,0.8923076923076924,0.4166666666666667
2024-09-27 08:00:00,-1.0,60.0,74,76,65,10937.51947280624,12163.397783478164,10747.473911573958,12023.87200520634,6,1.1120801031458554,1.1187626138136357,0.8783783783783784,0.5
2024-09-27 08:00:00,-1.0,70.0,123,113,104,74519.40432099465,83146.6635657858,73566.13202737889,83014.7363318539,6,1.115771983463917,1.1284368777327936,0.8455284552845529,0.5
2024-09-27 08:00:00,-1.0,80.0,141,134,131,52283.85227594026,58266.554677536304,51881.50767365101,58231.944705587186,6,1.1144273449863817,1.122402707952941,0.9290780141843972,0.5
2024-09-27 08:00:00,-1.0,90.0,130,129,119,41127.04698378958,44540.07335853789,40859.890815336534,44342.305268994125,6,1.0829873921191953,1.0852281879409842,0.9153846153846154,0.5
2024-09-27 08:00:00,-1.0,100.0,126,123,111,14476.597906821593,15783.434490873777,14126.819194344895,15621.903470963627,6,1.090272354904351,1.1058330439464554,0.8809523809523809,0.5
2024-09-27 08:00:00,-1.0,110.0,178,179,161,13964.332551727715,15712.54752693298,13632.554993951828,15429.70426177623,6,1.1251914453289764,1.1318277658605977,0.9044943820224719,0.5
2024-09-27 08:00:00,-1.0,120.0,239,229,216,43747.30938299337,48454.252631573436,43069.80407177161,48016.939722036725,7,1.107593891257913,1.1148632030464127,0.9037656903765691,0.5833333333333334
2024-09-27 08:00:00,-1.0,130.0,202,199,176,30305.78132309179,33294.44657325744,29731.14115801225,33002.78917756108,7,1.098617000443028,1.1100411182389867,0.8712871287128713,0.5833333333333334
2024-09-27 08:00:00,-1.0,140.0,302,288,273,30463.883617283158,32285.755675736553,29643.194038545553,31977.74217734043,7,1.0598043270300503,1.0787549457645902,0.9039735099337748,0.5833333333333334
