"coverage","country","lon","lat"
"1","US","-66.302490234375","18.177168481358276"
"1","DO","-68.63159179687499","18.69828515429706"
"1","US","-80.079345703125","26.125849769253715"
"1","US","-80.29907226562501","27.362010119293434"
"1","JM","-77.574462890625","18.490028257153526"
"1","US","-80.49682617187499","27.498526291406996"
"1","DO","-71.158447265625","18.44834638674476"
"1","US","-79.94750976562501","32.79650962993118"
"1","JM","-77.113037109375","17.98918235523402"
"1","HT","-72.91625976562501","19.61154317079125"
"1","HT","-72.03735351562499","19.61154317079125"
"1","DO","-70.235595703125","18.2815179215796"
"1","CU","-79.002685546875","21.91247058799727"
"1","DO","-70.740966796875","18.427501656067832"
"1","US","-65.797119140625","18.218915767213282"
"1","DO","-69.862060546875","18.71909681081604"
"1","US","-80.321044921875","32.907261764459804"
"1","CU","-79.530029296875","22.502407087068313"
"1","US","-66.544189453125","18.510865391985682"
"1","DO","-69.94995117187499","18.86470655612314"
"1","JM","-78.255615234375","18.32324014609837"
"1","DO","-70.828857421875","19.73568324384165"
"1","HT","-72.520751953125","19.238549533114522"
"1","HT","-72.30102539062499","19.6322398571662"
"1","HT","-72.65258789062499","18.239785657726134"
"1","US","-66.368408203125","18.40665439834504"
"1","US","-80.408935546875","33.165144925894275"
"1","US","-65.797119140625","18.093643959554118"
"1","US","-80.16723632812501","26.51973488484075"
"1","HT","-71.729736328125","19.134788862145076"
"1","DO","-71.004638671875","19.54943713600337"
"1","DO","-69.224853515625","18.84391287916165"
"1","US","-80.255126953125","26.382027556732307"
"1","DO","-71.707763671875","18.86470655612314"
"1","HT","-72.410888671875","18.55253204866865"
"1","DO","-69.730224609375","19.11402888987425"
"1","US","-80.233154296875","26.480406740622353"
"1","US","-80.233154296875","26.34265239052594"
"1","US","-80.079345703125","33.01787553730215"
"1","DO","-68.741455078125","18.531699989972637"
"1","DO","-71.246337890625","19.61154317079125"
"1","DO","-70.894775390625","19.777041866851583"
"1","JM","-77.574462890625","17.884658871703323"
"1","US","-66.500244140625","18.010079636382102"
"1","US","-80.21118164062501","26.362341649924797"
"1","DO","-71.685791015625","19.528729807055445"
"1","HT","-72.58666992187501","19.321510897941717"
"1","US","-66.236572265625","18.260653043337236"
"1","HT","-73.201904296875","18.34409748744897"
"1","VI","-64.896240234375","18.36495231157922"
"1","US","-80.10131835937501","26.125849769253715"
"1","US","-67.11547851562499","18.13541120554049"
"1","US","-79.969482421875","33.23868704468694"
"1","US","-66.258544921875","18.427501656067832"
"1","DO","-71.55395507812499","18.385804616030313"
"1","HT","-72.147216796875","19.508019823370297"
"1","US","-65.753173828125","18.239785657726134"
"1","DO","-68.983154296875","19.010189970010032"
"1","HT","-73.070068359375","19.67362522793804"
"1","CU","-74.827880859375","20.0662506848698"
"1","US","-80.145263671875","25.829560672983607"
"1","DO","-68.411865234375","18.44834638674476"
"1","DO","-70.389404296875","19.17630097579292"
"1","HT","-72.630615234375","18.260653043337236"
"1","JM","-77.991943359375","18.32324014609837"
"1","US","-79.68383789062499","33.27543492982521"
"1","US","-79.925537109375","33.36723698201282"
"1","CU","-77.860107421875","21.340548112055757"
"1","DO","-69.532470703125","19.321510897941717"
"1","US","-80.562744140625","32.38923863341565"
"1","HT","-72.30102539062501","18.40665439834504"
"1","US","-80.07934570312501","26.971037180499533"
"1","CU","-75.926513671875","21.115248955994158"
"1","JM","-77.398681640625","18.469188587923547"
"1","CU","-76.278076171875","20.930658292183267"
"1","DO","-69.246826171875","18.594188538413093"
"1","HT","-73.245849609375","18.30238028998788"
"1","JM","-77.003173828125","18.32324014609837"
"1","US","-80.233154296875","25.829560672983607"
"1","DO","-71.224365234375","18.76071243773883"
"1","DO","-70.323486328125","18.78151640328573"
"1","DO","-70.25756835937501","19.07250112642741"
"1","US","-80.452880859375","27.556981488331484"
"1","DO","-70.960693359375","19.79771715503739"
"1","US","-66.588134765625","18.030974439872132"
"1","CU","-74.234619140625","20.19003475462944"
"1","DO","-68.851318359375","18.96863621961832"
"1","DO","-69.180908203125","18.469188587923547"
"1","US","-66.873779296875","18.1562910909582"
"1","DO","-70.19165039062501","18.67747093898039"
"1","US","-80.277099609375","32.88881267733576"
"1","DO","-70.718994140625","19.487307187313725"
"1","DO","-68.807373046875","18.635834841685934"
"1","DO","-70.213623046875","18.615012964578256"
"1","US","-80.10131835937499","32.96258596107845"
"1","BS","-77.00317382812499","26.30326382097422"
"1","US","-80.211181640625","32.61161592499931"
"1","DO","-70.477294921875","18.218915767213282"
"1","US","-80.277099609375","26.322959780290276"
"1","DO","-69.312744140625","19.197053112379514"
"1","DO","-69.686279296875","19.155546224916648"
"1","DO","-69.642333984375","18.739905906106394"
"1","US","-80.211181640625","25.967921814391104"
"1","JM","-77.64038085937501","18.218915767213282"
"1","JM","-77.025146484375","17.98918235523402"
"1","JM","-78.013916015625","18.218915767213282"
"1","HT","-73.57543945312501","18.40665439834504"
"1","AG","-61.710205078125","17.025272390492503"
"1","DO","-69.664306640625","18.44834638674476"
"1","AI","-63.138427734375","18.177168481358276"
"1","HT","-74.10278320312499","18.635834841685934"
"1","US","-80.430908203125","27.498526291406996"
"1","DO","-70.521240234375","19.362975803871336"
"1","DO","-70.25756835937501","18.34409748744897"
"1","US","-80.123291015625","26.91227340150631"
"1","DO","-70.894775390625","19.714999913710088"
