window_start_pt,hours_since_quake,center_lat,center_lon,center_mode,center_track_csv,center_track_to_tz,center_track_storm_name
2024-07-30 08:00:00,16.0,38.9076659746211,-121.4453147319471,static,,America/Los_Angeles,
2024-07-31 08:00:00,40.0,38.9076659746211,-121.4453147319471,static,,America/Los_Angeles,
2024-08-01 08:00:00,64.0,38.9076659746211,-121.4453147319471,static,,America/Los_Angeles,
