slug,storm_name,time_min_hours,time_max_hours,min_tiles,r0_km,y_max_abs_phi_minus_1,baseline_total_mean,baseline_near_20km_mean,baseline_near_r0_mean,exposure_frac_20km,exposure_frac_r0,track_length_km,meta_year,meta_landfall_category,meta_landfall_vmax_kt
hurricane_milton_across_florida_us,Milton,0.0,72.0,50,174.0873153239998,0.20001299966724329,4248093.84674067,423208.6538879499,2932630.824712079,0.09962318845960871,0.6903404045468832,2645.3626137559418,2024,Cat3,125
hurricane_beryl_across_southeastern_texas_us,Beryl,0.0,72.0,50,55.85952984275988,0.19768561253402228,3529213.4959430285,602650.0446059722,1462124.9270299387,0.17076043863561738,0.4142920026546168,2540.32895847321,2024,Cat1,80
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,Helene,0.0,72.0,50,368.4293086789583,0.13686294263637677,9283704.165758444,93341.42599307204,7366924.050779913,0.010054330074125794,0.793532831211028,2566.349295963512,2024,Cat4,140
