window_start_pt,hours_since_quake,r_bin_km,n_tiles,n_tiles_crisis,n_tiles_overlap,baseline_sum,crisis_sum,baseline_sum_overlap,crisis_sum_overlap,phi_aggregate,phi_overlap,tile_overlap_ratio
2024-10-02 08:00:00,16.0,0.0,53,50,49,11726.080756263176,12279.728206196556,11646.835878640188,12250.618459609996,1.0472150466504049,1.0518409108929851,0.9245283018867925
2024-10-02 08:00:00,16.0,10.0,113,105,100,51075.691267221,54043.658983776986,50647.33599555396,53945.40605311228,1.0581092030850445,1.0651183323412674,0.8849557522123894
2024-10-02 08:00:00,16.0,20.0,197,188,186,63222.11964441808,66272.07541981476,62586.42895541286,66233.24499683228,1.0482419095175965,1.05826847932189,0.9441624365482234
2024-10-02 08:00:00,16.0,30.0,271,255,249,161300.6229256038,169776.26416169546,160172.6642592707,169648.9566048634,1.0525456199880943,1.059162981332779,0.9188191881918819
2024-10-02 08:00:00,16.0,40.0,280,254,241,126508.27684348916,136976.6878345981,125061.86139923273,136616.24585972365,1.0827488228620805,1.0923893530067177,0.8607142857142858
2024-10-02 08:00:00,16.0,50.0,274,257,245,106917.34459089082,113679.22787019209,105577.86194367317,113306.46024909057,1.06324402560852,1.0732028302442862,0.8941605839416058
2024-10-02 08:00:00,16.0,60.0,322,317,304,503889.44397442165,543912.4847609507,503370.9517194509,543617.2142373222,1.0794282183624404,1.0799534863511595,0.9440993788819876
2024-10-02 08:00:00,16.0,70.0,429,414,405,816206.8594200242,883249.3260259975,815101.5863296194,882972.8459713693,1.0821390629498164,1.083267240280285,0.9440559440559441
2024-10-02 08:00:00,16.0,80.0,427,420,405,484677.65551997867,529232.3689572903,483815.3640663121,528999.6687755227,1.0919264854277464,1.0933916284291825,0.9484777517564403
2024-10-02 08:00:00,16.0,90.0,352,354,332,309832.1153209599,333299.05341354205,309026.35756336414,332697.2544282915,1.0757408187600965,1.076598310421058,0.9431818181818182
2024-10-02 08:00:00,16.0,100.0,398,383,367,206199.9115872543,223977.56660762342,205365.01182670644,223707.08678681173,1.0862156287241977,1.0893145078460733,0.9221105527638191
2024-10-02 08:00:00,16.0,110.0,401,398,369,51380.60633724161,54240.60355563679,50696.66221353532,53779.61242077165,1.0556629713480474,1.0608116998758397,0.9201995012468828
2024-10-02 08:00:00,16.0,120.0,420,423,387,59715.29009225407,63864.82856582902,58474.233613306526,63343.09853656807,1.0694887099629649,1.083265134442969,0.9214285714285714
2024-10-02 08:00:00,16.0,130.0,495,481,452,76999.24482549325,84123.92356066406,75302.21576052468,83753.68812385801,1.0925292027385174,1.112234046209352,0.9131313131313131
2024-10-02 08:00:00,16.0,140.0,482,439,416,76824.94941068023,83805.6321380917,74792.10093894413,83471.41274284893,1.09086478781906,1.1160458349871742,0.8630705394190872
2024-10-02 08:00:00,16.0,150.0,435,399,372,49408.777333201695,52059.309870371944,48074.49286846392,51655.788033542594,1.0536449732260253,1.0744947050170122,0.8551724137931035
2024-10-02 08:00:00,16.0,160.0,325,299,269,61429.21894824861,66002.89092584494,60258.662239361605,65566.18224464073,1.0744543403921423,1.088078955091907,0.8276923076923077
2024-10-02 08:00:00,16.0,170.0,344,329,306,28097.284075944426,28108.668674474153,27389.183156405124,27814.355598660277,1.0004051850171338,1.0155233706615936,0.8895348837209303
2024-10-02 08:00:00,16.0,180.0,395,377,348,47924.93641261097,50830.44470066603,46856.48030382161,50398.30339658941,1.0606262314683113,1.075588756769657,0.8810126582278481
2024-10-02 08:00:00,16.0,190.0,459,442,422,68260.01786399302,71646.46519353573,67544.85423713297,71402.4775593179,1.0496109938952864,1.0571120237915057,0.9193899782135077
2024-10-02 08:00:00,16.0,200.0,459,459,437,73902.70741966243,78286.04485943356,73245.33312075626,78006.96418540728,1.059312271401371,1.0650093441011557,0.9520697167755992
2024-10-02 08:00:00,16.0,210.0,502,471,442,50650.08409126591,51991.87234157318,49029.70250243863,51399.50545839562,1.0264913331217675,1.0483340268246402,0.8804780876494024
2024-10-02 08:00:00,16.0,220.0,616,595,563,138372.1922074987,152537.78572490605,137105.82475538916,152070.1398051997,1.1023731234680814,1.1091442692278641,0.913961038961039
2024-10-02 08:00:00,16.0,230.0,482,469,432,65943.69330544028,65721.80151088539,64649.99305478408,65163.02556227505,0.9966351324375006,1.0079355384780355,0.8962655601659751
2024-10-02 08:00:00,16.0,240.0,337,348,313,15967.617537426151,17059.229708789873,15527.396521310975,16541.27779122054,1.068364123126391,1.0652962825105958,0.9287833827893175
2024-10-02 08:00:00,16.0,250.0,280,295,258,11164.564464769155,11804.467131646321,10749.606279287253,11310.3395708128,1.0573155064755495,1.0521631469057604,0.9214285714285714
2024-10-02 08:00:00,16.0,260.0,361,367,334,21557.4261024159,22868.356694652382,21028.45153239764,22437.388504007544,1.0608110906194674,1.0670014608274514,0.925207756232687
2024-10-02 08:00:00,16.0,270.0,458,467,425,46292.76866311468,50521.768272737376,45559.36973368931,49968.707700458195,1.091353352407982,1.0967822424353768,0.9279475982532751
2024-10-02 08:00:00,16.0,280.0,435,441,410,73258.88045249232,77138.09637295133,72544.04631827534,76695.48169984625,1.0529521594719788,1.0572264106051812,0.9425287356321839
2024-10-02 08:00:00,16.0,290.0,477,479,447,319594.0443715405,348566.7443793159,318972.3718623852,348105.7729839335,1.0906546930958874,1.0913351866540886,0.9371069182389937
2024-10-02 08:00:00,16.0,300.0,314,311,294,90643.29500053929,95386.6612786314,89607.61994157857,95161.20675503774,1.0523300292433533,1.0619767249379009,0.9363057324840764
2024-10-02 08:00:00,16.0,310.0,251,238,228,17205.634774202837,17923.041973205552,16776.11720957648,17743.611064321693,1.041696061111233,1.0576709045757577,0.9083665338645418
2024-10-02 08:00:00,16.0,320.0,214,219,200,16538.945905400462,17370.340189223203,16194.493483520479,17043.19141393102,1.0502688798051674,1.052406574572658,0.9345794392523364
2024-10-02 08:00:00,16.0,330.0,193,197,181,18306.603540449105,19559.891298961156,18040.435953742388,19223.214770480634,1.0684609657789805,1.0655626515773242,0.9378238341968912
2024-10-02 08:00:00,16.0,340.0,162,161,144,7617.015581238636,8423.678177667158,7267.311854029664,8182.451901876925,1.1059027105596846,1.1259255232510526,0.8888888888888888
