predictor,status,n_obs,n_events,coef,se,z,p,ci_low,ci_high,aic,bic,message
delta_peak_unit,ok,2836,16,0.07868065759453874,0.06299766867464952,1.2489455443325017,0.21168499195442236,-0.04479250411776149,0.20215381930683896,,,ok
distance_km,ok,2836,16,2.9947369634355614e-05,1.2614064208954298e-05,2.37412535232673,0.017590577482644077,5.224258086129463e-06,5.4670481182581766e-05,,,ok
D_peak_unit,ok,2836,16,0.20543323449162,0.08014538386201091,2.5632572282057007,0.01036951917621785,0.04835116859494093,0.36251530038829904,,,ok
