,rmax_100,rmax_200,rmax_300,rmax_500
rmax_100,1.0,0.9120879120879121,0.8153846153846154,0.7758241758241758
rmax_200,0.9120879120879121,1.0,0.8857142857142857,0.8769230769230769
rmax_300,0.8153846153846154,0.8857142857142857,1.0,0.9912087912087912
rmax_500,0.7758241758241758,0.8769230769230769,0.9912087912087912,1.0
