predictor,status,n_obs,n_events,coef,se,z,p,ci_low,ci_high,aic,bic,message
delta_peak_unit,ok,1635,13,-0.45109801240325637,0.08388487948279141,-5.377584317752962,7.549186198882463e-08,-0.6155093550370104,-0.2866866697695023,,,ok
distance_km,ok,1635,13,3.240599526051123e-05,1.2751775840014746e-05,2.541292731857946,0.0110443407522075,7.412973875154334e-06,5.7399016645868126e-05,,,ok
D_peak_unit,ok,1635,13,0.07922742450506162,0.1246924028509595,0.6353829318676247,0.5251786971616774,-0.16516519422857856,0.3236200432387018,4169.300177733518,4190.897770066843,ok
