"latitude","longitude","quadkey","country","date_time","n_baseline","n_crisis","n_difference","density_baseline","density_crisis","percent_change","z_score","ds"
"18.71909681081604","-70.806884765625","03221121123201","DO","2025-11-22 16:00","18.15196996311734","20.694083396007855","2.5421134328905133","1.963512952065289e-05","2.3296332570177498e-05","13.273378340641136","0.566103722001449","2025-11-22"
"18.093643959554118","-76.893310546875","03221021232120","JM","2025-11-22 16:00","18.83904004069218","21.20960330027645","2.3705632595842694","2.037833865940524e-05","2.387667830990251e-05","11.94898167815564","0.5222269380245632","2025-11-22"
"19.321510897941717","-69.818115234375","03221112232332","DO","2025-11-22 16:00","30.344113160506765","34.16869685064503","3.8245836901382617","3.2823467276913466e-05","3.8465357952300625e-05","12.20192024752257","0.2375505718302392","2025-11-22"
"18.67747093898039","-70.411376953125","03221121133231","DO","2025-11-22 16:00","11.768101512523872","11.531241169664048","-0.23686034285982416","1.2729648510883428e-05","1.2981277019848068e-05","-1.8550944525894826","-0.09144965914846122","2025-11-22"
"19.859726898198367","-71.619873046875","03221103200302","DO","2025-11-22 16:00","105.44256120279346","102.43861776318148","-3.003943439611973","0.00011405805267488779","0.00011532011646868798","-2.8221262300226746","-0.21615922357304393","2025-11-22"
"18.8023178003211","-72.542724609375","03221120033010","HT","2025-11-22 16:00","21.584753697602295","11.401167522043451","-10.183586175558844","2.334839884513711e-05","1.2834846811000544e-05","-45.09053457882067","-1.7947880669221274","2025-11-22"
"18.94785545781162","-71.246337890625","03221121030103","DO","2025-11-22 16:00","42.77021915357112","36.83393669784324","-5.936282455727877","4.626488444028113e-05","4.146574761302832e-05","-13.562377731991658","-0.770234514702722","2025-11-22"
"19.590843820232834","-70.872802734375","03221103320130","DO","2025-11-22 16:00","181.73067748971565","175.19552085458307","-6.53515663513258","0.00019657951162529137","0.00019722608827512457","-3.5763872409986486","-0.2496329340508764","2025-11-22"
"18.051866763219323","-77.266845703125","03221021222211","JM","2025-11-22 16:00","16.944795977167704","14.17331052441226","-2.771485452755444","1.832931986934531e-05","1.595558253432002e-05","-15.444508013809573","-0.5654324966072592","2025-11-22"
"18.490028257153526","-70.477294921875","03221121311222","DO","2025-11-22 16:00","","10.961107034069439","","","","","","2025-11-22"
"19.590843820232834","-71.07055664062499","03221103231121","DO","2025-11-22 16:00","125.0347779861871","120.89364161645966","-4.141136369727434","0.00013525110857572387","0.00013609583120072907","-3.2857092589009724","-0.2466151776947801","2025-11-22"
"18.114528827580223","-77.53051757812499","03221020332113","JM","2025-11-22 16:00","10.571475856672878","","","","","","","2025-11-22"
