k_ratio,gamma,n_valid,rho_alpha_delta_near,p_alpha_delta_near,rho_alpha_D_peak,p_alpha_D_peak
1.0454545454545454,0.909090909090909,41,-0.0348432055749129,0.8287762604741156,0.46742160278745654,0.0020611294346497915
1.0454545454545454,1.1818181818181817,43,-0.16565992147387495,0.28839393293132526,0.07913017215342798,0.6139851223076287
1.0454545454545454,1.4545454545454541,50,-0.17445378151260504,0.2256304191328468,0.14785114045618247,0.30552001552336977
1.0454545454545454,1.727272727272727,45,-0.21581027667984187,0.15450394863819694,0.18972332015810273,0.21193484389740208
1.0454545454545454,2.0,30,0.20756395995550608,0.27106748890013,0.296551724137931,0.11154315929129333
1.2272727272727273,-1.0,55,-0.06538495601958405,0.6353016045530502,-0.7809647979139506,2.0239077126748238e-12
1.2272727272727273,-0.7272727272727273,37,-0.09376068517973495,0.5809706961520694,-0.7147286821705426,6.721637801371509e-07
1.2272727272727273,-0.4545454545454546,17,-0.48291455816440026,0.04958294271353066,-0.20358514724711907,0.433200225434836
1.2272727272727273,-0.18181818181818188,5,-0.6,0.28475697986529386,0.09999999999999999,0.8728885715695384
1.2272727272727273,0.09090909090909083,49,0.12193877551020406,0.4039106316017063,0.1220408163265306,0.4035144050331119
1.2272727272727273,0.36363636363636354,53,0.1859377519754878,0.18252275822814376,0.4995968392194807,0.00013979108417654676
1.2272727272727273,0.6363636363636362,47,0.21692876965772434,0.14301719317092537,0.07435245143385755,0.6194025742053446
1.2272727272727273,0.909090909090909,50,0.11663865546218487,0.4198635053489612,0.1371908763505402,0.34208581622095185
1.2272727272727273,1.1818181818181817,43,0.2638175777710661,0.0873727667384053,0.07414678344910902,0.6365434896781765
1.2272727272727273,1.4545454545454541,42,0.1768900413256624,0.26243794488720673,0.3661777813791427,0.017080059577605833
1.2272727272727273,1.727272727272727,48,0.08999131567520624,0.5430020210846634,0.20017368649587494,0.17252360621311652
1.2272727272727273,2.0,38,0.18634423897581792,0.2626384883320257,0.2841667578509684,0.08379985584256221
1.4090909090909092,-1.0,53,-0.07595008263434562,0.5888370502367609,-0.5330695308083664,3.965613158943995e-05
1.4090909090909092,-0.7272727272727273,33,-0.16024528668377308,0.3730252953879446,-0.0005428881650380022,0.9976076269817578
1.4090909090909092,-0.4545454545454546,8,-0.49713420302481154,0.21006531206822215,0.25301204819277107,0.5454593381305205
1.4090909090909092,-0.18181818181818188,8,-0.7142857142857144,0.046528232284167255,-0.6190476190476191,0.10173303745426478
1.4090909090909092,0.09090909090909083,50,-0.14352941176470588,0.32002959843613277,0.11452581032412965,0.42839103286949226
1.4090909090909092,0.36363636363636354,43,0.062216852914527325,0.6918501730983121,0.20688613711869527,0.18314929684879575
1.4090909090909092,0.6363636363636362,54,0.21021536115875733,0.12707954549507713,0.37122165046693345,0.005717002403602036
1.4090909090909092,0.909090909090909,45,0.03952569169960474,0.7965722053466707,0.2981554677206851,0.04666735736093531
1.4090909090909092,1.1818181818181817,44,0.07484143763213531,0.6292176531728289,0.11529245947850598,0.4561279707841015
1.4090909090909092,1.4545454545454541,36,0.1927927927927928,0.2599364836054283,0.37194337194337196,0.025501319756529472
1.4090909090909092,1.727272727272727,42,0.057774896685843936,0.7162849299624341,0.2347459687221457,0.1345454306074502
1.4090909090909092,2.0,40,0.20844277673545966,0.19679512161291843,0.2176360225140713,0.1773244224713486
1.5909090909090908,-1.0,47,-0.17439485628551762,0.2410337002480213,-0.999054820415879,6.179349548665207e-63
1.5909090909090908,-0.7272727272727273,34,0.12544648133670092,0.47962095130857596,-0.3254745254745255,0.06033367820366206
1.5909090909090908,-0.4545454545454546,11,-0.1538800203579465,0.6514580692092388,0.25114155251141557,0.45632551724949044
1.5909090909090908,-0.18181818181818188,1,,,,
1.5909090909090908,0.09090909090909083,49,0.05051020408163265,0.7303469740061812,0.303469387755102,0.0340298723660722
1.5909090909090908,0.36363636363636354,45,0.19828722002635044,0.19164452090790418,0.22279314888010537,0.14127863654926082
1.5909090909090908,0.6363636363636362,47,-0.13367252543940797,0.37037821147142935,0.06487049028677151,0.6648615095149137
1.5909090909090908,0.909090909090909,46,0.05901942645698426,0.6968227490124718,0.04742522355843355,0.754297683159819
1.5909090909090908,1.1818181818181817,38,0.173213699529489,0.2983495056098438,-0.06335485282853703,0.7055202344939726
1.5909090909090908,1.4545454545454541,44,-0.03537702607470049,0.8196615427896365,0.11684284707540521,0.45005207574276485
1.5909090909090908,1.727272727272727,46,0.19050262102991056,0.2047462976219579,0.40561208757323464,0.005164266759253359
1.5909090909090908,2.0,35,0.19103641456582635,0.27163543478665814,0.20756302521008405,0.2315222115457433
1.7727272727272727,-1.0,47,0.06814918239299604,0.6489968163258147,-1.0,0.0
1.7727272727272727,-0.7272727272727273,25,0.09151456530727684,0.6635176133207383,0.13677130044843047,0.5144526884784805
1.7727272727272727,-0.4545454545454546,12,-0.11340029979727627,0.7256589078641456,0.17021276595744683,0.5968822632315539
1.7727272727272727,-0.18181818181818188,5,0.0,1.0,0.39999999999999997,0.5046315754686912
1.7727272727272727,0.09090909090909083,48,0.1337386018237082,0.3648170913305067,0.17726877985236647,0.228066489657808
1.7727272727272727,0.36363636363636354,51,0.17846153846153842,0.21021967513663464,0.35411764705882354,0.010790461677790056
1.7727272727272727,0.6363636363636362,44,0.05708245243128964,0.7128419084336591,0.1708245243128964,0.26757071624063755
1.7727272727272727,0.909090909090909,50,-0.051908763505402154,0.7203372151545955,0.3165906362545018,0.025092547335822668
1.7727272727272727,1.1818181818181817,48,-0.07262266608771169,0.6237586209891697,0.06372123317412072,0.6669961347236459
1.7727272727272727,1.4545454545454541,42,0.28093347378656514,0.07151381354577177,0.15614617940199335,0.323408342884187
1.7727272727272727,1.727272727272727,49,-0.02040816326530612,0.8893050196036206,0.09826530612244896,0.5017565667106119
1.7727272727272727,2.0,47,-0.08129047178538391,0.5869969356840057,0.3821692876965772,0.008027029198697804
1.9545454545454546,-1.0,49,0.3777271499250871,0.007456054663619681,-0.04801146542457899,0.7432192227656764
1.9545454545454546,-0.7272727272727273,36,0.1079946899924922,0.5306998518652339,-0.04617436239373228,0.789152501273194
1.9545454545454546,-0.4545454545454546,15,0.03401981831166137,0.9041970099232868,0.19999999999999998,0.47481396452216845
1.9545454545454546,-0.18181818181818188,4,-0.7999999999999999,0.2000000000000001,-0.39999999999999997,0.6
1.9545454545454546,0.09090909090909083,51,0.05819004524886877,0.6850351935367054,0.47158371040723973,0.00047723744033794366
1.9545454545454546,0.36363636363636354,50,0.05661464585834333,0.696156439874637,0.10540216086434574,0.4663150106107138
1.9545454545454546,0.6363636363636362,53,-0.09369456539267859,0.5045728505014005,0.0995000806321561,0.4784109111769785
1.9545454545454546,0.909090909090909,50,0.13834333733493398,0.33800715106040363,0.20489795918367346,0.15346556701536493
1.9545454545454546,1.1818181818181817,37,0.018492176386913226,0.9134944152796778,0.16358463726884775,0.33332826963271706
1.9545454545454546,1.4545454545454541,43,0.15931742675928723,0.30750755526948886,0.4269102990033223,0.004303816107440008
1.9545454545454546,1.727272727272727,44,0.12093023255813952,0.4342476914976186,0.3324876673713883,0.027444300644422267
1.9545454545454546,2.0,40,0.16341463414634147,0.31367280647229034,0.12251407129455913,0.45137748631830177
2.1363636363636367,-1.0,45,0.0737381619755197,0.6302412468584877,-0.18656629994209611,0.219779305171308
2.1363636363636367,-0.7272727272727273,36,0.03592690138616403,0.8352126738150056,0.044948820649755215,0.7946273786194381
2.1363636363636367,-0.4545454545454546,11,-0.07203774018772259,0.8332925353746381,-0.4794520547945206,0.135630598998078
2.1363636363636367,-0.18181818181818188,6,0.7714285714285715,0.07239650145772594,0.3714285714285715,0.4684781341107872
2.1363636363636367,0.09090909090909083,46,0.20271353684859697,0.17666053989438787,0.2950971322849214,0.046486616696030554
2.1363636363636367,0.36363636363636354,41,-0.037979094076655055,0.8136272542116402,0.39668989547038336,0.010234010464782754
2.1363636363636367,0.6363636363636362,58,0.277000215324987,0.0352886192884978,0.273616536958996,0.03768343559462653
2.1363636363636367,0.909090909090909,58,0.1251653388292473,0.349186335304705,0.3155741486972839,0.0158202511272152
2.1363636363636367,1.1818181818181817,47,-0.06371415356151712,0.6704919367368947,0.29671600370027756,0.04283977382904196
2.1363636363636367,1.4545454545454541,50,0.18857142857142856,0.1896964732717917,0.1289315726290516,0.3722014419914518
2.1363636363636367,1.727272727272727,35,0.06806722689075631,0.6976330142641913,0.3092436974789916,0.07065834212772212
2.1363636363636367,2.0,42,-0.11725143829511386,0.4596030379883909,0.30767360829754475,0.04746225349923044
2.3181818181818183,-1.0,46,0.11580598799651426,0.4434366721807249,0.06890822011533575,0.649081982312832
2.3181818181818183,-0.7272727272727273,23,0.19341162030311107,0.3765700492383265,-0.05654101995565411,0.7977622853855602
2.3181818181818183,-0.4545454545454546,10,0.6074076879484503,0.06252817596740037,-0.43030303030303024,0.21449233253280775
2.3181818181818183,-0.18181818181818188,7,0.03571428571428572,0.9394082054712856,-0.3571428571428572,0.431611352038328
2.3181818181818183,0.09090909090909083,50,0.07620648259303721,0.598889740195179,0.19202881152460982,0.18155682148109725
2.3181818181818183,0.36363636363636354,45,-0.1061923583662714,0.4875059604427081,0.2793148880105401,0.06314793427207509
2.3181818181818183,0.6363636363636362,44,0.13220577871740663,0.3922899624016141,0.41775898520084565,0.0047781921015211185
2.3181818181818183,0.909090909090909,40,0.022701688555347096,0.8894161571671928,0.027767354596622894,0.8649471873939819
2.3181818181818183,1.1818181818181817,46,0.21652790625963614,0.1483572293703672,0.0056120875732346585,0.9704724286056245
2.3181818181818183,1.4545454545454541,44,0.13460183227625086,0.38368985352003065,0.22692036645525016,0.13852997466439057
2.3181818181818183,1.727272727272727,38,-0.0408140934456724,0.8077794438309723,0.1401685085895612,0.4012740640309556
2.3181818181818183,2.0,45,-0.0541501976284585,0.7238725249637646,-0.09275362318840578,0.5445082343268067
2.5,-1.0,33,-0.11741207008667803,0.515220280066474,0.18666230794377248,0.2982820562790056
2.5,-0.7272727272727273,25,0.1691177103354777,0.4190079609363078,0.36223776223776216,0.0751644774349621
2.5,-0.4545454545454546,12,0.5281821114029991,0.07752720045353495,-0.27272727272727276,0.39109677094189615
2.5,-0.18181818181818188,7,-0.21428571428571433,0.6445115810207203,-0.3214285714285715,0.48207203829967776
2.5,0.09090909090909083,44,-0.10387596899224806,0.5022091417465203,0.4693446088794926,0.0013091323453467436
2.5,0.36363636363636354,51,-0.014751131221719456,0.9181708585909176,0.41067873303167424,0.0027588401364112398
2.5,0.6363636363636362,41,0.2682926829268293,0.08987886546343841,0.06602787456445994,0.681690024089285
2.5,0.909090909090909,38,-0.09815078236130868,0.5577082014891473,0.18831381989276724,0.25753685601602966
2.5,1.1818181818181817,40,0.12082551594746718,0.4576856150208411,0.1461538461538462,0.36817757537492185
2.5,1.4545454545454541,40,0.0,1.0,0.13602251407129456,0.402647519132921
2.5,1.727272727272727,36,0.33513513513513515,0.04571160263439203,-0.039639639639639644,0.8184537385989098
2.5,2.0,33,0.2660427807486631,0.1345260478126546,0.09692513368983958,0.5915510929665695
