k_ratio,gamma,n_valid,rho_alpha_delta_near,p_alpha_delta_near,rho_alpha_D_peak,p_alpha_D_peak
0.5,-1.0,60,-0.09742767834672052,0.4589598232544314,-0.2690665039658328,0.037631678390114234
0.5,-0.7272727272727273,35,0.02935730078804596,0.8670486895404639,-0.428099173553719,0.010301747877424513
0.5,-0.4545454545454546,16,-0.3733166432120283,0.1543758866662437,-0.3758389261744966,0.15138977569354967
0.5,-0.18181818181818188,3,0.5,0.6666666666666666,1.0,0.0
0.5,0.09090909090909083,55,-0.027633477633477642,0.8412722333784908,0.12958152958152963,0.3457255391914505
0.5,0.36363636363636354,45,-0.09156785243741765,0.5496867794550836,0.08010540184453227,0.6009159686099061
0.5,0.6363636363636362,48,0.037559704732957014,0.7999194938145567,0.29255319148936165,0.04360951474525368
0.5,0.909090909090909,46,-0.041874807277212454,0.7823070076745456,0.08060437866173295,0.5943740763716334
0.5,1.1818181818181817,41,-0.060452961672473875,0.7073178556539556,0.1679442508710802,0.29390687196007914
0.5,1.4545454545454541,30,0.010456062291434927,0.956267458829717,0.014015572858731925,0.9414018983829738
0.5,1.727272727272727,46,0.12315757015109466,0.4148327738901442,-0.1037927844588344,0.49243494802175586
0.5,2.0,33,0.2523395721925134,0.15656086744611747,0.3185160427807487,0.07083032140755269
0.6818181818181819,-1.0,59,-0.09193274223381215,0.48861798744207907,-0.4594059405940595,0.00025208161717464573
0.6818181818181819,-0.7272727272727273,41,-0.10420015025487789,0.5167641149516464,-0.26018922852983994,0.10039598765232309
0.6818181818181819,-0.4545454545454546,24,0.11678797424638751,0.5868100647271103,-0.010923535253227408,0.9595974822397251
0.6818181818181819,-0.18181818181818188,4,-0.7999999999999999,0.2000000000000001,-1.0,0.0
0.6818181818181819,0.09090909090909083,56,-0.1619958988380041,0.23293891513383821,0.04907723855092277,0.7194502153933283
0.6818181818181819,0.36363636363636354,50,0.1007923169267707,0.48614106688628117,0.21498199279711883,0.13379693103924745
0.6818181818181819,0.6363636363636362,47,0.043478260869565216,0.7716763966092752,0.3130203515263645,0.03216660637858277
0.6818181818181819,0.909090909090909,45,0.28642951251646903,0.056450812622200565,0.45111989459815544,0.0018696933368623856
0.6818181818181819,1.1818181818181817,42,0.37476703670691197,0.014472071393013127,0.08791832104367556,0.5798151316579228
0.6818181818181819,1.4545454545454541,46,-0.05988282454517422,0.6926046398571013,0.11020659882824546,0.4659328824241247
0.6818181818181819,1.727272727272727,41,-0.16167247386759587,0.31256337051014454,-0.104006968641115,0.517545932645731
0.6818181818181819,2.0,46,0.15732346592661114,0.29640465805237237,0.04125809435707678,0.785436764532867
0.8636363636363636,-1.0,64,0.1878916827295536,0.13707158899766447,0.40991688162797374,0.000768672321830853
0.8636363636363636,-0.7272727272727273,31,-0.1282912180574107,0.49158352941503375,-0.4786223277909738,0.006454600864413994
0.8636363636363636,-0.4545454545454546,24,0.05105301532385415,0.8127264984018875,-0.24153297682709446,0.25552442052050744
0.8636363636363636,-0.18181818181818188,8,0.5628843430992317,0.14633153260555073,0.04761904761904763,0.9108491685195836
0.8636363636363636,0.09090909090909083,50,0.11164465786314526,0.44017520785040437,0.1975030012004802,0.1691873190601222
0.8636363636363636,0.36363636363636354,45,-0.09973649538866929,0.5144954504255181,0.33992094861660077,0.022336849790375063
0.8636363636363636,0.6363636363636362,46,-0.03657107616404564,0.8093290882023423,0.26364477335800185,0.07666279701671663
0.8636363636363636,0.909090909090909,40,-0.1131332082551595,0.48701473573963794,0.26191369606003756,0.10255268561545645
0.8636363636363636,1.1818181818181817,41,0.019686411149825788,0.9027659839531355,0.09094076655052266,0.5717535047654067
0.8636363636363636,1.4545454545454541,42,0.17672797990438377,0.26288243378066517,-0.01401831294060449,0.929787979384403
0.8636363636363636,1.727272727272727,55,0.037734487734487746,0.7844565203975112,0.13694083694083697,0.3187837565218837
0.8636363636363636,2.0,45,-0.0678524374176548,0.6578594065639447,0.11791831357048746,0.440435564134507
1.0454545454545454,-1.0,48,-0.11896090867287094,0.4206317637838628,-0.02267359470949457,0.8784250306301898
1.0454545454545454,-0.7272727272727273,36,-0.18506264414913948,0.2798945578542542,0.12285380896816134,0.47533879209948365
1.0454545454545454,-0.4545454545454546,16,0.11188478586878102,0.6799471552539322,-0.5596899224806201,0.024168846721472997
1.0454545454545454,-0.18181818181818188,1,,,,
1.0454545454545454,0.09090909090909083,49,-0.048571428571428564,0.7403283855668602,0.08316326530612243,0.5699668883692997
1.0454545454545454,0.36363636363636354,47,-0.2257169287696577,0.12712652893126775,-0.016419981498612398,0.9127696028509469
1.0454545454545454,0.6363636363636362,48,0.08575770733825445,0.5622149916628001,0.1419887103777681,0.33570561790487796
