k_ratio,gamma,n_valid,rho_alpha_delta_near,p_alpha_delta_near,rho_alpha_D_peak,p_alpha_D_peak
0.5,-1.0,44,-0.02329017233499496,0.8807154819075202,-0.47904740096175863,0.0010026966645979283
0.5,-0.7272727272727273,22,0.1393766243550551,0.5361760596955484,-0.07178393745557925,0.7509001832271152
0.5,-0.4545454545454546,9,0.08333333333333334,0.831214097710308,-0.38333333333333336,0.3084952723803716
0.5,-0.18181818181818188,4,-1.0,0.0,0.0,1.0
0.5,0.09090909090909083,46,-0.27585568917668823,0.0635047070762303,0.2087573234659266,0.16383452083980127
0.5,0.36363636363636354,41,-0.1259581881533101,0.4326196851594366,0.22787456445993037,0.15188172880424902
0.5,0.6363636363636362,44,0.25243128964059197,0.09830452447927063,0.42536997885835093,0.00399616967790192
0.5,0.909090909090909,38,-0.007550060181639129,0.9641172343208708,0.3285917496443812,0.04398552091048064
0.5,1.1818181818181817,39,0.08765182186234818,0.5956966340435872,0.3738866396761134,0.019042210086505543
0.5,1.4545454545454541,35,-0.11372549019607844,0.5153757201023411,0.192436974789916,0.2680703198286703
0.5,1.727272727272727,39,0.35445344129554657,0.02683030509628912,0.39676113360323884,0.012393102073279207
0.5,2.0,28,-0.05309250136836344,0.7884533244332051,0.09852216748768472,0.6179357155714337
0.6818181818181819,-1.0,37,0.21156423401314162,0.20874928378614357,-0.1401644962302947,0.4079987639007524
0.6818181818181819,-0.7272727272727273,18,-0.006574834166453185,0.9793433639491769,0.10508474576271186,0.6781551270110586
0.6818181818181819,-0.4545454545454546,7,0.46848748060169076,0.2889967715971479,-0.01818181818181818,0.9691386884277833
0.6818181818181819,-0.18181818181818188,3,-0.5,0.6666666666666666,0.5,0.6666666666666666
0.6818181818181819,0.09090909090909083,40,-0.32120075046904323,0.043286215884110434,0.4290806754221389,0.005731778101761445
0.6818181818181819,0.36363636363636354,40,0.13864915572232647,0.393537424568858,0.01876172607879925,0.9085189329692185
0.6818181818181819,0.6363636363636362,36,0.04478764478764479,0.7953481269901991,0.5024453024453025,0.0017916415964096437
0.6818181818181819,0.909090909090909,31,0.24153225806451614,0.19053035608695817,0.5060483870967742,0.003678549647356834
