window_start_pt,hours_since_quake,only_hour_pt,distance_band,n_od,F_r,F_total,P,A
2024-07-29 08:00:00,-8.0,8,0-25km,43,249.86577988289022,527.0,0.47412861457853933,0.47412861457853933
2024-07-29 08:00:00,-8.0,8,25-50km,324,-75.97259623809627,4647.0,-0.016348740313771523,0.016348740313771523
2024-07-29 08:00:00,-8.0,8,50-100km,338,585.0691432640318,5024.0,0.11645484539491079,0.11645484539491079
2024-07-29 08:00:00,-8.0,8,100-200km,1789,-2483.381056446233,31893.0,-0.07786602252676866,0.07786602252676866
2024-07-29 08:00:00,-8.0,8,200km+,291,-336.3120235405923,4485.0,-0.07498595842599605,0.07498595842599605
2024-07-30 08:00:00,16.0,8,0-25km,61,249.6661127547182,756.0,0.33024618089248436,0.33024618089248436
2024-07-30 08:00:00,16.0,8,25-50km,374,-33.12544700847087,5561.0,-0.005956742853528299,0.005956742853528299
2024-07-30 08:00:00,16.0,8,50-100km,381,876.8149315015976,5847.0,0.14995979673364077,0.14995979673364077
2024-07-30 08:00:00,16.0,8,100-200km,2077,-3344.8709928301187,37453.0,-0.08930849312018045,0.08930849312018045
2024-07-30 08:00:00,16.0,8,200km+,332,-219.62600289502458,5208.0,-0.042170891492900264,0.042170891492900264
2024-07-31 08:00:00,40.0,8,0-25km,72,342.9007089705719,917.0,0.3739375234139279,0.3739375234139279
2024-07-31 08:00:00,40.0,8,25-50km,377,-302.61927754408214,5462.0,-0.055404481425134045,0.055404481425134045
2024-07-31 08:00:00,40.0,8,50-100km,379,736.2598281288326,5863.0,0.1255773201652452,0.1255773201652452
2024-07-31 08:00:00,40.0,8,100-200km,2050,-3190.6171419998223,36924.0,-0.08641038733614512,0.08641038733614512
2024-07-31 08:00:00,40.0,8,200km+,328,-481.49017494925,5188.0,-0.09280843773115845,0.09280843773115845
2024-08-01 08:00:00,64.0,8,0-25km,62,280.90101364184665,762.0,0.3686365008423184,0.3686365008423184
2024-08-01 08:00:00,64.0,8,25-50km,424,-252.56904626409514,6073.0,-0.04158884344872306,0.04158884344872306
2024-08-01 08:00:00,64.0,8,50-100km,373,918.2524596221274,5785.0,0.15872989794678088,0.15872989794678088
2024-08-01 08:00:00,64.0,8,100-200km,2087,-3010.352731206633,37626.0,-0.08000724847729318,0.08000724847729318
2024-08-01 08:00:00,64.0,8,200km+,317,-336.86033285549576,5123.0,-0.06575450573013776,0.06575450573013776
2024-08-02 08:00:00,88.0,8,0-25km,57,292.0171751551314,711.0,0.41071332651917214,0.41071332651917214
2024-08-02 08:00:00,88.0,8,25-50km,336,180.6034458728211,4721.0,0.038255336977932874,0.038255336977932874
2024-08-02 08:00:00,88.0,8,50-100km,367,883.7256904300898,5538.0,0.15957488090106353,0.15957488090106353
2024-08-02 08:00:00,88.0,8,100-200km,1946,-2845.872702026334,35000.0,-0.08131064862932383,0.08131064862932383
2024-08-02 08:00:00,88.0,8,200km+,280,-97.46512171682348,4341.0,-0.022452227992818125,0.022452227992818125
