distance_band,n_windows,P_max,t_at_P_max,P_min,t_at_P_min,t_flip_start,t_flip_end,P_flip_start,P_flip_end
0-25km,13,0.4741286145785393,-8.0,0.272468075874048,232.0,,,,
25-50km,17,0.1009759543557414,112.0,-0.055404481425134,40.0,64.0,88.0,-0.041588843448723,0.0382553369779328
0-50km,17,0.12971623576048483,112.0,0.004145130560022171,64.0,,,,
50-100km,17,0.1595748809010635,88.0,0.0449962196567757,136.0,,,,
100-200km,17,-0.0448650026691995,136.0,-0.0930748827208852,232.0,,,,
200km+,17,-0.0044609189782878,136.0,-0.1480966528348113,304.0,,,,
