window_start_pt,hours_since_quake,0-25km,25-50km,50-100km,100-200km,200km+
2024-07-29 08:00:00,-8.0,0.47412861457853933,-0.016348740313771523,0.11645484539491079,-0.07786602252676866,-0.07498595842599605
2024-07-30 08:00:00,16.0,0.33024618089248436,-0.005956742853528299,0.14995979673364077,-0.08930849312018045,-0.042170891492900264
2024-07-31 08:00:00,40.0,0.3739375234139279,-0.055404481425134045,0.1255773201652452,-0.08641038733614512,-0.09280843773115845
2024-08-01 08:00:00,64.0,0.3686365008423184,-0.04158884344872306,0.15872989794678088,-0.08000724847729318,-0.06575450573013776
2024-08-02 08:00:00,88.0,0.41071332651917214,0.038255336977932874,0.15957488090106353,-0.08131064862932383,-0.022452227992818125
2024-08-03 08:00:00,112.0,0.3747331726101671,0.1009759543557414,0.08003223230527956,-0.06962918653105286,-0.02752675431038882
2024-08-04 08:00:00,136.0,0.5984896419351752,0.06008254683908545,0.044996219656775784,-0.04486500266919958,-0.004460918978287839
2024-08-05 08:00:00,160.0,0.4584104680412539,0.0023961125227748305,0.13146572865449996,-0.08995863327594211,-0.034342679387123765
2024-08-06 08:00:00,184.0,0.34733809719750275,-0.03305062696514817,0.14190891915766773,-0.08375250450799405,-0.07144840452442351
2024-08-07 08:00:00,208.0,0.4517924611931799,-0.03131527197335792,0.12474993558162101,-0.07454441888224711,-0.03995537072123172
2024-08-08 08:00:00,232.0,0.27246807587404803,0.004617649878339975,0.15737607708763224,-0.09307488272088527,-0.07875815081670232
2024-08-09 08:00:00,256.0,0.392506887206852,0.00010823170352725153,0.13519348791084096,-0.07315402020686784,-0.03811748509537594
2024-08-10 08:00:00,280.0,0.3326450609649627,0.040263883928444676,0.10185990712819996,-0.06086061341149496,-0.07184879232131552
2024-08-11 08:00:00,304.0,0.25276186295174036,0.06318062335094851,0.10678138370445113,-0.05026474519447002,-0.14809665283481133
2024-08-12 08:00:00,328.0,0.3735989220878485,-0.004843482099017625,0.1476568717169242,-0.08442468664619168,-0.10384358454571763
2024-08-13 08:00:00,352.0,0.42012141222093674,-0.03574691979566651,0.1195922997179601,-0.08695335009434482,-0.056104072136770454
2024-08-14 08:00:00,376.0,0.38329702622430023,-0.04551173496374873,0.1339719930543604,-0.07840216565078519,-0.09461057346060461
