distance_band,n_windows,P_max,t_at_P_max,P_min,t_at_P_min,t_flip_start,t_flip_end,P_flip_start,P_flip_end
0-25km,17,0.5984896419351752,136.0,0.25276186295174036,304.0,,,,
25-50km,17,0.1009759543557414,112.0,-0.055404481425134045,40.0,64.0,88.0,-0.04158884344872306,0.038255336977932874
50-100km,17,0.15957488090106353,88.0,0.044996219656775784,136.0,,,,
100-200km,17,-0.04486500266919958,136.0,-0.09307488272088527,232.0,,,,
200km+,17,-0.004460918978287839,136.0,-0.14809665283481133,304.0,,,,
