r_bin_km,phi_mean,r_center_km,abs_dev
0.0,1.0587747789673343,5.0,0.058774778967334296
10.0,1.0524240556615112,15.0,0.052424055661511204
20.0,1.0515436362850505,25.0,0.05154363628505054
30.0,1.0546754871218007,35.0,0.0546754871218007
40.0,1.0572740656534538,45.0,0.05727406565345383
50.0,1.0562605226522788,55.0,0.056260522652278766
60.0,1.0607481401675036,65.0,0.06074814016750363
70.0,1.0562922310615668,75.0,0.05629223106156678
80.0,1.0563980229946752,85.0,0.05639802299467522
90.0,1.034209571137962,95.0,0.03420957113796197
100.0,1.0314921691528478,105.0,0.031492169152847804
110.0,1.0570275042407093,115.0,0.05702750424070935
120.0,1.0482267644186674,125.0,0.048226764418667356
130.0,1.0436912885311145,135.0,0.04369128853111448
140.0,1.0658710347295104,145.0,0.06587103472951039
150.0,1.0472639377831012,155.0,0.04726393778310123
160.0,1.0326022938898336,165.0,0.0326022938898336
170.0,1.040917820826311,175.0,0.04091782082631101
180.0,1.0407259184316324,185.0,0.040725918431632424
190.0,0.9859820507212635,195.0,0.014017949278736452
200.0,1.1369948947324517,205.0,0.13699489473245174
210.0,0.9276315900989414,215.0,0.07236840990105864
220.0,1.0173963473532863,225.0,0.017396347353286323
230.0,1.023818232151527,235.0,0.023818232151527008
