r_bin_km,phi_mean,r_center_km,abs_dev
0.0,1.020552149539813,5.0,0.020552149539813103
10.0,1.0434057573930537,15.0,0.043405757393053745
20.0,1.0576529035312423,25.0,0.057652903531242305
30.0,1.0636856414175258,35.0,0.06368564141752575
40.0,1.0307172311449597,45.0,0.030717231144959722
50.0,0.9966069549113644,55.0,0.0033930450886355823
60.0,0.9610294156778254,65.0,0.038970584322174595
70.0,0.9619732650005821,75.0,0.03802673499941789
80.0,1.0140151984491812,85.0,0.014015198449181199
90.0,0.8217241774175591,95.0,0.1782758225824409
100.0,0.8514480125262691,105.0,0.14855198747373088
110.0,0.8018056769824493,115.0,0.1981943230175507
