day_idx,hours_since_quake,D,near_delta,n_r_bins,t_hours,D_peak,t_peak_hours,D_norm,short_name,slug,name,disaster_type,event_type
-1,-8.0,0.07657847430190719,-0.08071012665738131,21,-8.0,0.10059199886783282,416.0,0.7612779859611215,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
0,8.0,0.03423621909358954,-0.033619223712306155,21,8.0,0.10059199886783282,416.0,0.34034733854500976,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
1,32.0,0.023719992837197102,-0.010725795835603513,21,32.0,0.10059199886783282,416.0,0.23580397153020735,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
2,56.0,0.025456972578504117,-0.010409745540078267,21,56.0,0.10059199886783282,416.0,0.25307154510322305,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
3,80.0,0.046561406751981955,0.02918868804331255,21,80.0,0.10059199886783282,416.0,0.4628738595120143,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
4,104.0,0.05943596612003118,0.05089983160079489,21,104.0,0.10059199886783282,416.0,0.590861766233751,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
5,128.0,0.06361236092157645,0.054782788849248566,21,128.0,0.10059199886783282,416.0,0.6323799272063011,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
6,152.0,0.06340684145222454,0.05037920117892949,21,152.0,0.10059199886783282,416.0,0.6303368276390887,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
7,176.0,0.06138948827100498,0.05129873318627413,21,176.0,0.10059199886783282,416.0,0.6102820200607032,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
8,200.0,0.06429263736140274,0.0529319012839376,21,200.0,0.10059199886783282,416.0,0.6391426563247483,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
9,224.0,0.07017329283950244,0.06463073082172562,21,224.0,0.10059199886783282,416.0,0.6976031257883908,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
10,248.0,0.08030381636888041,0.06841670439710483,21,248.0,0.10059199886783282,416.0,0.7983121647119378,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
11,272.0,0.09560435636407184,0.09385263956887842,21,272.0,0.10059199886783282,416.0,0.9504171051386084,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
12,296.0,0.09863999752324633,0.08755340864417256,21,296.0,0.10059199886783282,416.0,0.9805948647352041,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
13,320.0,0.08864824912333376,0.08015384209815184,21,320.0,0.10059199886783282,416.0,0.8812654099836322,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
14,344.0,0.07863621890300916,0.06718191928295385,21,344.0,0.10059199886783282,416.0,0.7817343306432233,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
15,368.0,0.08451673127355468,0.07756954947594796,21,368.0,0.10059199886783282,416.0,0.8401933774534162,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
16,392.0,0.09508662859131949,0.08845438297340352,21,392.0,0.10059199886783282,416.0,0.9452702964601906,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
17,416.0,0.10059199886783282,0.09420241017499557,21,416.0,0.10059199886783282,416.0,1.0,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
18,440.0,0.09166668388612771,0.08723506985092377,21,440.0,0.10059199886783282,416.0,0.9112721182384295,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
19,464.0,0.09134136066557667,0.08224390368783827,21,464.0,0.10059199886783282,416.0,0.9080380317880898,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
20,488.0,0.08733383222506526,0.07531841014638546,21,488.0,0.10059199886783282,416.0,0.8681985963894864,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
21,512.0,0.07850579261823935,0.0675353434104993,21,512.0,0.10059199886783282,416.0,0.7804377435762819,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
22,536.0,0.08582640037791199,0.07890844070467719,21,536.0,0.10059199886783282,416.0,0.8532129925231802,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
23,560.0,0.08430577866904372,0.07633915656201547,21,560.0,0.10059199886783282,416.0,0.8380962662826945,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
24,584.0,0.09093801030314598,0.08002712797007915,21,584.0,0.10059199886783282,416.0,0.9040282659322522,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
25,608.0,0.08095316207430496,0.06591807769901732,21,608.0,0.10059199886783282,416.0,0.8047674068060701,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
26,628.0,0.08960183287390036,0.0779553151994348,21,628.0,0.10059199886783282,416.0,0.8907451276679335,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
-1,-12.0,0.10886299415209477,-0.1250052135093821,20,-12.0,0.10886299415209477,-12.0,1.0,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
0,8.0,0.052544035285919194,-0.10195619565303997,20,8.0,0.10886299415209477,-12.0,0.48266204411490665,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
1,32.0,0.04178346559694812,-0.08178631303887217,20,32.0,0.10886299415209477,-12.0,0.38381697951988686,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
2,56.0,0.02599265708798949,-0.031171946487111007,20,56.0,0.10886299415209477,-12.0,0.23876485568341618,beryl_qr,hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,EVAC
