n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
12,-0.6500000000000001,-0.7602272727272728,-0.5181818181818182,0.03041369914250968,0.00692349419925462,0.1024915397909638
