n_total_fits,n_base_ok,n_selected,n_selected_plot,spearman_rho,spearman_p,min_n_mono,low_r2_threshold,excluded_slugs
16,12,12,11,-0.6293706293706295,0.028319671295760004,3,0.6,hurricane_melissa_aftermath_2025_11_03;the_flooding_across_rio_grande_do_sul_state_brazil
