removed_slug,n_after_remove,spearman_rho,spearman_p
flooding_in_central_and_eastern_europe_sept_16_2024,14,-0.6087912087912088,0.020856616017223235
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,14,-0.6615384615384616,0.009975179240423713
hurricane_beryl_across_southeastern_texas_us,14,-0.7010989010989012,0.005211861769946944
hurricane_beryl_jamaica_western_caribbean_pre_landfall_2024_07_03,14,-0.7230769230769231,0.0034752946180943048
hurricane_debby_across_florida_and_georgia_us,14,-0.6263736263736264,0.016541935428871193
park_fire_california_29_july_2024,14,-0.6131868131868132,0.01970633192603883
spain_flood,14,-0.6087912087912088,0.020856616017223235
the_flooding_across_bagmati_and_koshi_provinces_nepal,14,-0.7186813186813187,0.003779579961412291
the_flooding_across_rio_grande_do_sul_state_brazil,14,-0.6923076923076923,0.006071048749990053
the_wildfires_in_quito_pichincha_province_ecuador,14,-0.6967032967032967,0.005628677002967547
tropical_storm_kristine_in_bicol_and_calabarzon_philippines,14,-0.7186813186813187,0.003779579961412291
tropical_storm_yagi_philippines_2_september_2024,14,-0.7098901098901099,0.004450741418764228
turkiye_earthquake_2023,14,-0.6043956043956044,0.022056861754616085
typhoon_krathon_across_taiwan,14,-0.6087912087912088,0.020856616017223235
typhoon_yagi_across_northeastern_vietnam,14,-0.7318681318681319,0.0029246309468119193
