n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
15,-0.6923076923076923,-0.7287912087912088,-0.605934065934066,0.006071048749990053,0.0031173632317607544,0.02163677574652859
